SKLYPO_ID,UNIKAL_ID,PLOTAS_REG,ADRESAS,PASK_TIP,SKLYPO_PLOTAS_M2,PAGRINDINE_ZONA_PAV,PAGRINDINE_ZONOS_KODAS,PAGRINDINE_U_INTENS,PAGRINDINE_MAX_AUK_SK,PAGRINDINE_PAGR_PASK,PAGRINDINE_BP_OBJ_NR,PAGRINDINE_ZONOS_PROC,ANTRA_ZONA_PAV,ANTRA_ZONOS_KODAS,ANTRA_ZONOS_PROC,draustiniu_proc,rezervatu_proc,parku_proc,biosferos_poligonu_proc,bast_proc,past_proc,pajurio_juostos_proc,buferiniu_apsaugos_zonu_proc
552000090289,551000050087,1.7869,KlaipÓdos r. sav. GargUdÖ m.,610,17869.1,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,199,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000090317,440008681818,0.1253,KlaipÓdos r. sav. GargUdÖ m. SaulÓs g. 4,995,1252.92,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,199,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000090356,551000050018,12.0,KlaipÓdos r. sav. GargUdÖ m.,610,119409.36,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,199,100.0,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000090474,440030547145,0.029,KlaipÓdos r. sav. GargUdÖ m.,995,289.81,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,199,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000090487,440032218523,0.1135,KlaipÓdos r. sav. GargUdÖ m. Vakaro g. 19,995,1134.51,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,199,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000100038,552000100038,0.1095,KlaipÓdos r. sav. GargUdÖ m. KlaipÓdos g. 68,995,1094.62,Intensyvaus užstatymo gyvenamoji zona,U_GG_I_F,2,0,KT,197,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000100063,552000100063,0.0927,KlaipÓdos r. sav. GargUdÖ m. LemaitÓs g. 31,995,927.49,Intensyvaus užstatymo gyvenamoji zona,U_GG_I_F,2,0,KT,197,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000100070,552000100070,0.112,KlaipÓdos r. sav. GargUdÖ m. J. Janonio g. 12,995,1120.41,Intensyvaus užstatymo gyvenamoji zona,U_GG_I_F,2,0,KT,197,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000100086,552000100086,0.0761,KlaipÓdos r. sav. GargUdÖ m. KlaipÓdos g. 44,995,761.55,Intensyvaus užstatymo gyvenamoji zona,U_GG_I_F,2,0,KT,197,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000100105,440020772401,0.0853,KlaipÓdos r. sav. GargUdÖ m. LemaitÓs g. 21,995,852.72,Intensyvaus užstatymo gyvenamoji zona,U_GG_I_F,2,0,KT,197,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000110209,440004795431,0.08,KlaipÓdos r. sav. GargUdÖ m. KnygneÕiÖ g. 19,995,800.32,Intensyvaus užstatymo gyvenamoji zona,U_GG_I_F,2,0,KT,197,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000140021,552000140021,0.1274,KlaipÓdos r. sav. GargUdÖ m. J. BasanaviNiaus g. 5,995,1274.6,Intensyvaus užstatymo gyvenamoji zona,U_GG_I_F,2,0,KT,197,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000140084,552000140084,0.7595,KlaipÓdos r. sav. GargUdÖ m. BirutÓs g. 4,995,7600.64,Intensyvaus užstatymo gyvenamoji zona,U_GG_I_F,2,0,KT,197,100.0,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000150150,552000150150,0.0598,KlaipÓdos r. sav. GargUdÖ m. Skinijos tak. 16,610,543.88,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,196,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000150224,440029598290,0.0118,KlaipÓdos r. sav. GargUdÖ m. Paminijo tak. 16,610,118.03,"Bendro naudojimo erdvių, atskirųjų želdynų zona",U_BZ_F,"0,05",0,KT,195,58.43,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,41.57,58.43,0.0,0.0,0.0,100.0,0.0,0.0,0.0
552000150260,552000150260,0.0495,KlaipÓdos r. sav. GargUdÖ m. Dvarelio tak. 39,610,494.87,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,196,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000170259,552000140212,0.1576,KlaipÓdos r. sav. GargUdÖ m. J. BasanaviNiaus g. 82,995,1575.77,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,196,100.0,Intensyvaus užstatymo gyvenamoji zona,U_GG_I_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000180027,552000180027,0.0582,KlaipÓdos r. sav. GargUdÖ m. Derliaus tak. 7,610,582.26,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,196,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000180086,552000180086,0.05,KlaipÓdos r. sav. GargUdÖ m. SerbentÖ tak. 10,610,500.42,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,196,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000180105,552000180105,0.05,KlaipÓdos r. sav. GargUdÖ m. ObelÖ tak. 8,610,510.87,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,196,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000180177,552000180177,0.0998,KlaipÓdos r. sav. GargUdÖ m. BokÕto tak. 17,610,1000.3,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,196,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000180237,552000180237,0.0431,KlaipÓdos r. sav. GargUdÖ m. VaismedUiÖ tak. 6,610,430.97,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,196,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000180318,552000180318,0.0428,KlaipÓdos r. sav. GargUdÖ m. StatybininkÖ tak. 22,610,395.25,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,196,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000190002,552000190002,5.9336,KlaipÓdos r. sav. GargUdÖ m. StatybininkÖ g. 5,995,4224.99,Pramonės ir sandėliavimo zona,U_PS_F,"2,5",0,KT,215,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000190084,440039673046,0.1269,KlaipÓdos r. sav. GargUdÖ m. Gamyklos g. 27,995,1268.54,Pramonės ir sandėliavimo zona,U_PS_F,"2,5",0,KT,215,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000200135,552000200135,0.05,KlaipÓdos r. sav. GargUdÖ m. Lemasis tak. 12,610,515.3,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,233,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300020095,552300020095,0.15,KlaipÓdos r. sav. GinduliÖ k. Vylingio g. 11,995,1500.55,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300020097,552300020097,0.15,KlaipÓdos r. sav. GinduliÖ k. Vylingio g. 9,995,1500.48,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300020126,552300020126,0.2267,KlaipÓdos r. sav. GinduliÖ k.,610,2266.8,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300020318,440002053572,0.162,KlaipÓdos r. sav. GinduliÖ k. SaulÓs g. 7,995,1620.12,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300020345,440002592560,1.53,KlaipÓdos r. sav. GinduliÖ k.,610,15300.33,Pramonės ir sandėliavimo zona,U_PS_F,"2,5",0,KT,365,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300020525,440008861081,0.1207,KlaipÓdos r. sav. GinduliÖ k. LiepÖ g. 14B,995,1207.38,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300020750,440017835578,0.0701,KlaipÓdos r. sav. GinduliÖ k. LiedÖ g. 2A,995,700.57,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300020791,440019754559,0.1878,KlaipÓdos r. sav. GinduliÖ k.,995,1878.17,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300021011,440030065388,0.1105,KlaipÓdos r. sav. GinduliÖ k. AitvarÖ g. 23,995,1104.71,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300021040,440039126146,0.0848,KlaipÓdos r. sav. GinduliÖ k. SparnÖ g. 16,995,848.22,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300030518,440015427397,0.06,KlaipÓdos r. sav. GinduliÖ k. AustÓjos g. 22,995,600.18,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300030626,440019972815,0.1616,KlaipÓdos r. sav. MartinÖ k.,995,1616.17,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300030654,440020626168,0.08,KlaipÓdos r. sav. MartinÖ k.,995,799.94,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300030661,440020628973,0.241,KlaipÓdos r. sav. MartinÖ k.,995,2410.15,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300030677,440020629505,0.0825,KlaipÓdos r. sav. MartinÖ k. DinvieNiÖ g. 34,995,824.91,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300030795,440032193698,0.0928,KlaipÓdos r. sav. MartinÖ k. TenkyNiÖ g. 7,995,927.46,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300030872,440039387478,0.124,KlaipÓdos r. sav. MartinÖ k. KuosÖ g. 7,995,1239.8,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300030874,440039388886,0.1271,KlaipÓdos r. sav. MartinÖ k. KuosÖ g. 3,995,1270.83,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040085,552300040085,1.08,KlaipÓdos r. sav. KlemiÕkÓs II k.,610,10800.24,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040170,440004160583,0.6801,KlaipÓdos r. sav. KlemiÕkÓs II k.,610,6800.41,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040450,440016268318,0.1415,KlaipÓdos r. sav. KlemiÕkÓs II k. Elmonos g. 2,995,1415.06,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040459,440017943767,0.0902,KlaipÓdos r. sav. KlemiÕkÓs II k. SmeltaitÓs g. 39,995,901.55,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040603,440022069183,0.0746,KlaipÓdos r. sav. KlemiÕkÓs II k.,995,745.56,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040689,440024653204,0.29,KlaipÓdos r. sav. KlemiÕkÓs II k.,610,2845.95,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040732,440029191719,1.0,KlaipÓdos r. sav. KlemiÕkÓs II k.,610,9999.6,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040765,440030782657,0.2728,KlaipÓdos r. sav. KlemiÕkÓs II k.,995,2724.32,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040776,440030783476,0.0707,KlaipÓdos r. sav. KlemiÕkÓs II k. AuÕrinÓs g. 4,995,707.38,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040891,440046164836,0.0903,KlaipÓdos r. sav. KlemiÕkÓs II k. SmalupÓs g. 10,995,902.76,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040940,440047112910,0.0861,KlaipÓdos r. sav. KlemiÕkÓs II k. GyventÓs g. 3,995,860.83,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300040964,440047868997,0.1,KlaipÓdos r. sav. KlemiÕkÓs II k. UosupÓnÖ g. 1,995,999.89,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300050055,440002072080,4.4052,KlaipÓdos r. sav. BaukÕtininkÖ k.,610,44052.11,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,404,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300050170,552300050170,2.88,KlaipÓdos r. sav. BaukÕtininkÖ k.,610,28370.68,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,411,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300050197,440049820713,0.5832,KlaipÓdos r. sav. LemgrindUiÖ k. Evos LabutytÓs g. 52,995,5832.58,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,404,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300050369,440023983657,0.1529,KlaipÓdos r. sav. BaukÕtininkÖ k. BaukÕtkaralÓs g. 18,995,1529.31,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,404,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300050412,440050777094,0.1372,KlaipÓdos r. sav. BaukÕtininkÖ k.,995,1371.96,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,404,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300060353,440012769947,0.12,KlaipÓdos r. sav. LeliÖ k. GumbinÓs g. 13,995,1200.19,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300060449,440018623328,0.09,KlaipÓdos r. sav. LeliÖ k.,995,900.0,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,411,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300060518,440022152969,0.0945,KlaipÓdos r. sav. LeliÖ k. SkaisgiriÖ g. 50,995,945.12,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300060540,440022172583,0.0973,KlaipÓdos r. sav. LeliÖ k. SkaisgiriÖ g. 73,995,972.66,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300060739,440051571387,0.0981,KlaipÓdos r. sav. LeliÖ k. BarNiÖ g. 4,995,981.0,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300070019,552300070019,4.62,KlaipÓdos r. sav. KlausmyliÖ vs.,610,46237.62,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300070098,440009826833,0.023,KlaipÓdos r. sav. KlausmyliÖ vs.,610,230.15,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300070100,440009826944,0.1,KlaipÓdos r. sav. KlausmyliÖ vs. ¾ilko g. 6,610,999.82,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300070273,440027562309,0.1219,KlaipÓdos r. sav. LeliÖ k. Eitk×nÖ g. 7,995,1219.29,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300070342,440046063398,0.1044,KlaipÓdos r. sav. KlausmyliÖ vs. VikiÖ g. 15,995,1044.19,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300070351,440046061268,0.1062,KlaipÓdos r. sav. KlausmyliÖ vs. VikiÖ g. 33,995,1061.79,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300080064,552300080064,0.069,KlaipÓdos r. sav. LeliÖ k. AlyvÖ g. 7,610,689.95,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300080134,552300080134,0.0612,KlaipÓdos r. sav. LeliÖ k. RugiagÓliÖ g. 38,610,611.86,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300080168,552300080168,0.06,KlaipÓdos r. sav. LeliÖ k. RugiagÓliÖ g. 27,610,598.21,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,380,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552300090386,440052689320,0.3166,KlaipÓdos r. sav. KlausmyliÖ vs. Klauso Mal×no g. 1,995,3166.29,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,381,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500010041,552500010041,5.73,KlaipÓdos r. sav. GirininkÖ k.,610,9896.0,Miškų ir miškingų teritorijų zona,MI_F,0,0,M,107,63.67,Žemės ūkio teritorijų zona,ZU_F,36.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500010132,440014591667,2.0,KlaipÓdos r. sav. GirininkÖ k. PamiÕkÓs g. 13,610,19999.81,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,73,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500020195,440014694787,0.305,KlaipÓdos r. sav. GirininkÖ k.,610,3052.26,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,72,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500020223,440016929274,0.38,KlaipÓdos r. sav. GirininkÖ k. Tvenkinio g. 11,995,3515.29,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,72,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500020241,440016958144,0.38,KlaipÓdos r. sav. GirininkÖ k.,610,3647.83,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,72,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500020281,440024057460,5.1261,KlaipÓdos r. sav. GirininkÖ k.,610,51261.17,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,70,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500030061,440046225443,0.3987,KlaipÓdos r. sav. GirininkÖ k.,610,3987.3,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,70,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500040172,440007821714,1.0,KlaipÓdos r. sav. AntkopNio k.,710,10491.79,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,59,93.73,Žemės ūkio teritorijų zona,ZU_F,3.57,93.92,0.0,0.0,0.0,41.56,0.0,0.0,0.0
552500040198,440009579797,2.41,KlaipÓdos r. sav. AntkopNio k.,610,25347.47,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,70,76.13,Žemės ūkio teritorijų zona,ZU_F,23.4,21.43,0.0,0.0,0.0,30.84,0.0,0.0,0.0
552500040251,440016964495,0.7,KlaipÓdos r. sav. KiaulakiÖ k.,610,6784.74,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,66,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500050040,552500050040,4.0,KlaipÓdos r. sav. StirbiÖ k.,710,38141.95,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,74,99.05,Žemės ūkio teritorijų zona,ZU_F,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500050075,552500050075,10.0,KlaipÓdos r. sav. StirbiÖ k.,710,98785.13,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,74,91.96,Žemės ūkio teritorijų zona,ZU_F,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500050099,440003393406,13.59,KlaipÓdos r. sav. StirbiÖ k.,610,133861.06,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,60,76.17,Miškų ir miškingų teritorijų zona,MI_F,20.17,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
552500050114,440004411952,0.86,KlaipÓdos r. sav. StirbiÖ k.,610,8566.56,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,73,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500050185,440016462514,4.150000000000001,KlaipÓdos r. sav. AntkopNio k.,610,40200.91,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,75,81.96,Žemės ūkio teritorijų zona,ZU_F,18.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500060131,440005932414,0.37,KlaipÓdos r. sav. StirbiÖ k. BroUiÖ g. 15,995,3577.52,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,77,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500070147,440009643632,0.72,KlaipÓdos r. sav. BroUiÖ k.,710,7233.68,Miškų ir miškingų teritorijų zona,MI_F,0,0,M,102,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500080042,552500080042,11.4346,KlaipÓdos r. sav. RuigiÖ k.,610,114345.9,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,586,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500080105,440003235716,2.9292,KlaipÓdos r. sav. BroUiÖ k.,610,29291.94,Žemės ūkio teritorijų zona,ZU_F,"0,1;0,8***",0,Z;KT,81,99.51,Miškų ir miškingų teritorijų zona,MI_F,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552500080115,440004155773,4.230000000000001,KlaipÓdos r. sav. BroUiÖ k.,710,42236.96,Miškų ir miškingų teritorijų zona,MI_F,0,0,M,102,97.43,Žemės ūkio teritorijų zona,ZU_F,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
