SKLYPO_ID,UNIKAL_ID,PLOTAS_REG,ADRESAS,PASK_TIP,SKLYPO_PLOTAS_M2,PAGRINDINE_ZONA_PAV,PAGRINDINE_ZONOS_KODAS,PAGRINDINE_U_INTENS,PAGRINDINE_MAX_AUK_SK,PAGRINDINE_PAGR_PASK,PAGRINDINE_BP_OBJ_NR,PAGRINDINE_ZONOS_PROC,ANTRA_ZONA_PAV,ANTRA_ZONOS_KODAS,ANTRA_ZONOS_PROC,draustiniu_proc,rezervatu_proc,parku_proc,biosferos_poligonu_proc,bast_proc,past_proc,pajurio_juostos_proc,buferiniu_apsaugos_zonu_proc
550300010512,440008052342,0.36,KlaipÓdos r. sav. KisiniÖ k.,610,3599.91,Žemės ūkio teritorijų zona,ZU_F,"0,1;0,8***",0,Z;KT,570,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300020045,550300020045,1.03,KlaipÓdos r. sav. PoÕkÖ k.,610,10299.85,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,134,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300020123,440005946110,1.29,KlaipÓdos r. sav. PoÕkÖ k.,610,13399.7,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,134,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300020171,440009178624,0.3833,KlaipÓdos r. sav. PoÕkÖ k. GruodÓs g. 14,995,3833.52,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,134,86.89,Miškų ir miškingų teritorijų zona,MI_F,13.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300030065,550300030065,6.3,KlaipÓdos r. sav. VanagÖ k.,710,66021.56,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,94,91.66,Žemės ūkio teritorijų zona,ZU_F,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300030106,550300030106,0.8217,KlaipÓdos r. sav. AUpurviÖ k.,610,8217.45,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,91,78.95,Miškų ir miškingų teritorijų zona,MI_F,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300030112,550300030112,0.2685,KlaipÓdos r. sav. VanagÖ k.,995,2685.86,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,95,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300030133,550300030133,0.85,KlaipÓdos r. sav. AgluonÓnÖ k.,610,8500.06,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,136,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300030478,440004413725,7.15,KlaipÓdos r. sav. AUpurviÖ k.,610,72628.53,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,95,61.47,Miškų ir miškingų teritorijų zona,MI_F,29.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300030522,440006815301,17.04,KlaipÓdos r. sav. VanagÖ k.,610,173627.27,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,95,99.63,Miškų ir miškingų teritorijų zona,MI_F,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300030673,440041453389,0.1133,KlaipÓdos r. sav. VanagÖ k. VirUiÖ g. 40,995,1132.74,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,136,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300040032,550300040032,0.412,KlaipÓdos r. sav. DreiUiÖ k. Luko Priekulio g. 35,995,4120.06,Pramonės ir sandėliavimo zona,U_PS_F,"2,5",0,KT,299,97.88,Miškų ir miškingų teritorijų zona,MI_F,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550300040167,440020119764,1.0955,KlaipÓdos r. sav. VanagÖ k.,610,10954.65,Žemės ūkio teritorijų zona,ZU_F,"0,1;0,8***",0,Z;KT,140,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
