SKLYPO_ID,UNIKAL_ID,PLOTAS_REG,ADRESAS,PASK_TIP,BP_ZONA_PAV,BP_ZONOS_KODAS,U_INTENS,MAX_AUK_SK,PAGR_PASK,BP_OBJ_NR,SKLYPO_PLOTAS_M2,SUSIKIRTIMO_PLOTAS_M2,SUSIKIRTIMO_PROC
550300020171,440009178624,0.3833,KlaipÓdos r. sav. PoÕkÖ k. GruodÓs g. 14,995,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,133,3833.52,502.68,13.11
550300030065,550300030065,6.3,KlaipÓdos r. sav. VanagÖ k.,710,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,94,66021.56,60518.14,91.66
550300030065,550300030065,6.3,KlaipÓdos r. sav. VanagÖ k.,710,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,95,66021.56,5497.34,8.33
550300030065,550300030065,6.3,KlaipÓdos r. sav. VanagÖ k.,710,Žemės ūkio teritorijų zona,ZU_F,"0,1;0,8***",0,Z;KT,140,66021.56,6.09,0.01
550300030106,550300030106,0.8217,KlaipÓdos r. sav. AUpurviÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,91,8217.45,6488.0,78.95
550300030106,550300030106,0.8217,KlaipÓdos r. sav. AUpurviÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,90,8217.45,1729.45,21.05
550300030112,550300030112,0.2685,KlaipÓdos r. sav. VanagÖ k.,995,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,95,2685.86,2685.86,100.0
550300030133,550300030133,0.85,KlaipÓdos r. sav. AgluonÓnÖ k.,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,136,8500.06,8500.06,100.0
550300030478,440004413725,7.15,KlaipÓdos r. sav. AUpurviÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,95,72628.53,44646.26,61.47
550300030478,440004413725,7.15,KlaipÓdos r. sav. AUpurviÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,90,72628.53,21328.96,29.37
550300030478,440004413725,7.15,KlaipÓdos r. sav. AUpurviÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,91,72628.53,4082.21,5.62
550300030478,440004413725,7.15,KlaipÓdos r. sav. AUpurviÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,94,72628.53,2571.1,3.54
550300030522,440006815301,17.04,KlaipÓdos r. sav. VanagÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,95,173627.27,172991.6,99.63
550300030522,440006815301,17.04,KlaipÓdos r. sav. VanagÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,94,173627.27,635.67,0.37
550300030673,440041453389,0.1133,KlaipÓdos r. sav. VanagÖ k. VirUiÖ g. 40,995,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,136,1132.74,1132.74,100.0
550300040032,550300040032,0.412,KlaipÓdos r. sav. DreiUiÖ k. Luko Priekulio g. 35,995,Pramonės ir sandėliavimo zona,U_PS_F,"2,5",0,KT,299,4120.06,4032.8,97.88
550300040032,550300040032,0.412,KlaipÓdos r. sav. DreiUiÖ k. Luko Priekulio g. 35,995,Miškų ir miškingų teritorijų zona,MI_F,0,0,M,298,4120.06,87.26,2.12
550300040167,440020119764,1.0955,KlaipÓdos r. sav. VanagÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,1;0,8***",0,Z;KT,140,10954.65,10954.65,100.0
550300060117,440043601970,0.8562,KlaipÓdos r. sav. VanagÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,1;0,8***",0,Z;KT,140,8568.82,8568.82,100.0
550300070191,440004089978,0.2564,KlaipÓdos r. sav. AgluonÓnÖ k. Mokyklos g. 10A,995,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,137,2564.14,2564.14,100.0
550300070220,440005348443,0.97,KlaipÓdos r. sav. AgluonÓnÖ k.,610,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,137,9700.38,9700.38,100.0
550300070300,440049653403,0.0267,KlaipÓdos r. sav. AgluonÓnÖ k.,995,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,137,267.4,267.4,100.0
550300080019,550300080019,3.69,KlaipÓdos r. sav. KantvainÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,144,36730.08,36730.08,100.0
550300080041,550300080041,0.83,KlaipÓdos r. sav. KantvainÖ k.,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,136,144.47,144.47,100.0
550300080115,550300080115,0.53,KlaipÓdos r. sav. KantvainÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,146,5349.31,5349.31,100.0
550300080124,550300080124,0.1053,KlaipÓdos r. sav. KantvainÖ k. VentainÓs g. 17,995,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,137,1052.66,1052.66,100.0
550300080146,440002965588,0.46,KlaipÓdos r. sav. AgluonÓnÖ k.,610,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,137,4600.46,4600.46,100.0
550300080227,440008369682,0.25,KlaipÓdos r. sav. KantvainÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,146,2514.78,2514.78,100.0
550300080319,440019476366,1.23,KlaipÓdos r. sav. KantvainÖ k. LietuvininkÖ g. 15,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,136,12300.47,12300.47,100.0
550300080323,440019493860,0.5374,KlaipÓdos r. sav. KantvainÖ k.,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,136,5374.13,5374.13,100.0
550300080323,440019493860,0.5374,KlaipÓdos r. sav. KantvainÖ k.,610,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,137,5374.13,0.0,0.0
550300080347,440023120469,0.0949,KlaipÓdos r. sav. KantvainÖ k.,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,136,949.34,944.54,99.49
550300080347,440023120469,0.0949,KlaipÓdos r. sav. KantvainÖ k.,610,Vidutinio užstatymo intensyvumo gyvenamoji zona,U_GG_V_F,"0,8*",0,KT,137,949.34,4.8,0.51
550300080362,440039166004,0.5782,KlaipÓdos r. sav. KantvainÖ k. KantvainÖ g. 8,995,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,144,5782.4,5061.16,87.53
550300080362,440039166004,0.5782,KlaipÓdos r. sav. KantvainÖ k. KantvainÖ g. 8,995,Miškų ir miškingų teritorijų zona,MI_F,0,0,M,143,5782.4,721.24,12.47
550300090155,440006530587,15.0,KlaipÓdos r. sav. KantvainÖ k.,995,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,146,150000.63,150000.63,100.0
550300090166,440007642924,1.22,KlaipÓdos r. sav. JuodikiÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,147,12863.26,8813.58,68.52
550300090166,440007642924,1.22,KlaipÓdos r. sav. JuodikiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05",0,Z;KT,148,12863.26,4049.68,31.48
550300090240,440019772013,2.4949,KlaipÓdos r. sav. JuodikiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05",0,Z;KT,148,24948.76,24948.76,100.0
550500010006,550500010006,7.9,KlaipÓdos r. sav. GedminÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,173,81796.49,81795.85,100.0
550500010006,550500010006,7.9,KlaipÓdos r. sav. GedminÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,170,81796.49,0.63,0.0
550500010021,550500010021,6.16,KlaipÓdos r. sav. GedminÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,170,61282.66,35975.0,58.7
550500010021,550500010021,6.16,KlaipÓdos r. sav. GedminÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,173,61282.66,24960.21,40.73
550500010021,550500010021,6.16,KlaipÓdos r. sav. GedminÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,1;0,8***",0,Z;KT,570,61282.66,347.42,0.57
550500010021,550500010021,6.16,KlaipÓdos r. sav. GedminÖ k.,610,Vandenų zona,H_F,0,0,H,169,61282.66,0.04,0.0
550500010068,550500010068,4.498700000000001,KlaipÓdos r. sav. StuNiÖ k. StuNiÖ g. 20,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,184,44742.17,44742.17,100.0
550500010090,550500010090,1.78,KlaipÓdos r. sav. KisiniÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,1;0,8***",0,Z;KT,570,19414.97,19414.97,100.0
550500010090,550500010090,1.78,KlaipÓdos r. sav. KisiniÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,184,19414.97,0.01,0.0
550500010226,440009559182,2.74,KlaipÓdos r. sav. StuNiÖ k. StuNiÖ g. 28,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,184,27400.37,27400.37,100.0
550500010452,440023086424,2.0,KlaipÓdos r. sav. JurgiÖ k. Vytauto Majoro g. 24,610,Žemės ūkio teritorijų zona,ZU_F,"0,1;0,8***",0,Z;KT,570,19999.98,19999.98,100.0
550500010501,440025877708,0.176,KlaipÓdos r. sav. JurgiÖ k. ReisgiÖ g. 53,995,Žemės ūkio teritorijų zona,ZU_F,"0,1;0,8***",0,Z;KT,570,1759.59,1759.59,100.0
550500010516,440025881423,0.1552,KlaipÓdos r. sav. JurgiÖ k. ReisgiÖ g. 6,995,Žemės ūkio teritorijų zona,ZU_F,"0,1;0,8***",0,Z;KT,570,1551.84,1551.84,100.0
550500020202,440051427442,0.7178,KlaipÓdos r. sav. BaiNiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,184,7178.46,7101.89,98.93
550500020202,440051427442,0.7178,KlaipÓdos r. sav. BaiNiÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,182,7178.46,76.57,1.07
550500030013,440024380532,0.0828,KlaipÓdos r. sav. LyveriÖ k. Ryto 1-oji g. 7,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,172,828.03,817.08,98.68
550500030013,440024380532,0.0828,KlaipÓdos r. sav. LyveriÖ k. Ryto 1-oji g. 7,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,170,828.03,10.96,1.32
550500030079,440003851584,0.059,KlaipÓdos r. sav. LyveriÖ k. Ryto g. 27,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,172,589.97,512.21,86.82
550500030079,440003851584,0.059,KlaipÓdos r. sav. LyveriÖ k. Ryto g. 27,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,170,589.97,77.76,13.18
550500030196,550500030196,0.06,KlaipÓdos r. sav. LyveriÖ k. BaiNiÖ 1-oji g. 3,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,172,617.16,617.16,100.0
550500030281,550500030281,0.0628,KlaipÓdos r. sav. LyveriÖ k. UpÓs 1-oji g. 7,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,172,628.05,628.05,100.0
550500040052,550500040052,0.0601,KlaipÓdos r. sav. ¾naukÕtÖ k. Agluonos 2-oji g. 14,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,123,654.0,654.0,100.0
550500040342,550500040342,0.06,KlaipÓdos r. sav. ¾naukÕtÖ k. Agluonos 10-oji g. 31,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,123,620.66,620.66,100.0
550500040355,550500040355,0.06,KlaipÓdos r. sav. ¾naukÕtÖ k. Agluonos 10-oji g. 5,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,123,616.38,616.38,100.0
550500040538,550500040538,0.0649,KlaipÓdos r. sav. ¾naukÕtÖ k. BalandUiÖ g. 1,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,123,649.35,649.35,100.0
550500050244,440014818096,2.6119,KlaipÓdos r. sav. ¾naukÕtÖ k.,995,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,131,26119.22,26119.22,100.0
550500050267,440020391576,1.8,KlaipÓdos r. sav. ¾naukÕtÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,126,17829.33,17829.33,100.0
550500050285,440048869912,1.8445,KlaipÓdos r. sav. ¾naukÕtÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,184,18444.5,18444.5,100.0
550500060114,550500060114,0.0745,KlaipÓdos r. sav. KisiniÖ k. PuÕÖ g. 29,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,179,767.72,767.72,100.0
550800010042,550800010042,14.0,KlaipÓdos r. sav. JucaiNiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,30,137605.31,100958.04,73.37
550800010042,550800010042,14.0,KlaipÓdos r. sav. JucaiNiÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,50,137605.31,27287.25,19.83
550800010042,550800010042,14.0,KlaipÓdos r. sav. JucaiNiÖ k.,610,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,31,137605.31,7165.88,5.21
550800010042,550800010042,14.0,KlaipÓdos r. sav. JucaiNiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,51,137605.31,2194.14,1.59
550800010133,440006660406,3.39,KlaipÓdos r. sav. JucaiNiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,30,32955.42,32955.42,100.0
550800010204,440016326599,0.09,KlaipÓdos r. sav. JucaiNiÖ k. JucaiNiÖ g. 20,995,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,31,886.84,886.84,100.0
550800010280,440041854379,0.792,KlaipÓdos r. sav. ValuNiÖ k.,710,Miškų ir miškingų teritorijų zona,MI_F,0,0,M,29,7919.9,7295.1,92.11
550800010280,440041854379,0.792,KlaipÓdos r. sav. ValuNiÖ k.,710,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,30,7919.9,624.8,7.89
550800020152,440011698638,0.49,KlaipÓdos r. sav. DaukÕaiNiÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M,562,4986.17,3598.94,72.18
550800020152,440011698638,0.49,KlaipÓdos r. sav. DaukÕaiNiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,563,4986.17,1340.02,26.87
550800020152,440011698638,0.49,KlaipÓdos r. sav. DaukÕaiNiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,25,4986.17,34.09,0.68
550800020152,440011698638,0.49,KlaipÓdos r. sav. DaukÕaiNiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,557,4986.17,13.11,0.26
550800030225,440010774935,0.39,KlaipÓdos r. sav. DaukÕaiNiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,557,3695.45,3695.45,100.0
550800030250,440015208434,1.9,KlaipÓdos r. sav. DaukÕaiNiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,554,19072.86,19072.86,100.0
550800030265,440017959625,0.68,KlaipÓdos r. sav. DaukÕaiNiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,554,7191.81,7191.81,100.0
550800030283,440021906578,0.95,KlaipÓdos r. sav. DaukÕaiNiÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,557,9609.7,9545.47,99.33
550800030283,440021906578,0.95,KlaipÓdos r. sav. DaukÕaiNiÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M,568,9609.7,64.23,0.67
551000010080,440006870876,3.9229,KlaipÓdos r. sav. ¾atriÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,422,39228.62,20721.22,52.82
551000010080,440006870876,3.9229,KlaipÓdos r. sav. ¾atriÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,420,39228.62,18507.4,47.18
551000010120,440009053189,1.95,KlaipÓdos r. sav. SÓlenÖ k.,610,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,404,20083.39,20083.39,100.0
551000010157,440010204950,1.64,KlaipÓdos r. sav. EglynÖ k.,610,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,404,17201.97,17201.97,100.0
551000010200,440020211805,0.3859,KlaipÓdos r. sav. EglynÖ k. SÓlenÖ g. 19,995,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,404,3859.19,3859.19,100.0
551000020085,440001406880,0.15,KlaipÓdos r. sav. SmilgynÖ k. SmilgynÖ g. 16,995,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,404,1695.32,1695.32,100.0
551000020178,440007693390,7.3234,KlaipÓdos r. sav. SmilgynÖ k.,610,Žemės ūkio teritorijų zona,ZU_F,"0,05;0,8***",0,Z;KT,422,73234.17,69437.87,94.82
551000020178,440007693390,7.3234,KlaipÓdos r. sav. SmilgynÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,420,73234.17,3796.31,5.18
551000020179,440007702790,0.48,KlaipÓdos r. sav. EglynÖ k.,610,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,406,4801.01,4801.01,100.0
551000020198,440008208057,1.3991,KlaipÓdos r. sav. EglynÖ k.,610,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,404,13990.78,13990.78,100.0
551000020211,440008688164,2.005,KlaipÓdos r. sav. SmilgynÖ k.,610,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,406,20049.89,20049.89,100.0
551000020340,440011753372,0.141,KlaipÓdos r. sav. EglynÖ k.,995,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,406,1409.71,1409.71,100.0
551000020357,440011754580,0.1714,KlaipÓdos r. sav. EglynÖ k.,995,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,406,1713.76,1713.76,100.0
551000020376,440011755012,0.1123,KlaipÓdos r. sav. EglynÖ k.,995,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,406,1122.66,1122.66,100.0
551000020444,440016329714,0.1,KlaipÓdos r. sav. SmilgynÖ k. ArtojÖ g. 5,995,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,406,1000.0,1000.0,100.0
551000020692,440050842265,0.5023,KlaipÓdos r. sav. EglynÖ k.,610,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,404,5023.14,5023.14,100.0
551000030132,440028756774,0.3046,KlaipÓdos r. sav. ¾lapÕilÓs k. PlukiÖ g. 13,995,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,411,3045.89,3045.89,100.0
551000030152,551000030152,0.0496,KlaipÓdos r. sav. ¾lapÕilÓs k. GobergiÕkÓs g. 20,995,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,411,495.96,495.96,100.0
551000030438,440008771193,0.83,KlaipÓdos r. sav. ¾lapÕilÓs k.,610,Pramonės ir sandėliavimo zona,U_PS_F,"2,5",0,KT,355,6678.64,6678.64,100.0
551000030450,440009473074,4.0351,KlaipÓdos r. sav. AlksniÖ k.,610,Ekstensyvaus užstatymo gyvenamoji zona,U_GG_E_F,"0,2*",0,KT,404,40351.01,40351.01,100.0
551000030507,440012307092,1.08,KlaipÓdos r. sav. ¾lapÕilÓs k.,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,411,11667.67,11667.67,100.0
551000040209,551000040209,0.6699,KlaipÓdos r. sav. JonuÕÖ k. GÓlynÖ g. 10,995,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,206,6702.37,6702.37,100.0
551000040257,551000040257,0.2211,KlaipÓdos r. sav. JonuÕÖ k. JonuÕÖ g. 5,995,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,206,2211.73,2211.73,100.0
551000040319,440004070062,0.2095,KlaipÓdos r. sav. JonuÕÖ k. GÓlynÖ g. 24,995,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,206,2095.42,2095.42,100.0
551000040329,440004290892,0.168,KlaipÓdos r. sav. GobergiÕkÓs k.,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,204,1680.02,1680.02,100.0
551000040457,440007752149,0.1501,KlaipÓdos r. sav. GobergiÕkÓs k. GluosniÖ g. 11,995,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,204,1500.82,1500.82,100.0
551000040470,440008690406,2.2164,KlaipÓdos r. sav. JonuÕÖ k.,610,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,206,22164.23,22025.91,99.38
551000040470,440008690406,2.2164,KlaipÓdos r. sav. JonuÕÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M;KT,210,22164.23,75.73,0.34
551000040470,440008690406,2.2164,KlaipÓdos r. sav. JonuÕÖ k.,610,Miškų ir miškingų teritorijų zona,MI_F,0,0,M,205,22164.23,62.59,0.28
551000040496,440009927980,0.15,KlaipÓdos r. sav. GobergiÕkÓs k.,995,Mažo užstatymo intensyvumo gyvenamoji zona,U_GG_M_F,"0,4*",0,KT,204,1499.92,1499.92,100.0
