senas_idx,naujas_idx,persidengimo_plotas_m2,persidengimo_proc_nuo_seno,persidengimo_proc_nuo_naujo,db_sklypo_id,db_unik_id,db_kadastro_nr,atviru_unikalus_nr,atviru_kadastro_nr,atviru_plotas
3595,88952,2340.776752394183,99.99999999444464,95.93461585075055,553800150496,,,440021210813,5538/0015:0496,0.2441
3596,59395,28153.075599994187,99.99999999978563,99.99999999980975,550300050172,,,440019983263,5503/0005:0172,2.8153
3597,96072,3002.2105814018787,92.01163417156849,99.08364883406058,556800090058,,,556800090058,5568/0009:0058,0.3030
3598,49994,1554.2902999432406,99.789508497782,99.99999999830123,553000050121,,,553000050121,5530/0005:0121,0.1557
3599,96163,4703.775431965071,99.99999999962893,99.9999999990727,555500010154,,,555500010154,5555/0001:0154,0.4500
3600,36424,15307.668072000592,99.99999999904351,99.99999999868298,550100010269,,,440041542003,5501/0001:0269,1.5308
3601,67959,19992.48340483333,99.99999999992616,99.9999999991184,555900020143,,,440002242815,5559/0002:0143,1.7400
3602,6622,179304.80513957178,99.99999968250398,99.99999999989429,550300020030,,,550300020030,5503/0002:0030,17.9305
3603,37411,599.6261764990672,99.99999999948885,99.96615311560477,555800052059,,,440027420800,5558/0005:2059,0.0600
3604,15129,3753.417518910601,92.02629486587576,98.70908174151863,554500020089,,,440004172141,5545/0002:0089,0.3803
3605,48300,1117.9858997852848,99.99934644283351,99.9998453201105,552000080010,,,552000080010,5520/0008:0010,0.1118
3606,26327,993.5805980252974,99.99973571778501,99.99614478130235,555800060358,,,440010039113,5558/0006:0358,0.0994
3607,19349,1197.4981526342249,99.99999999703458,99.99999999768964,553800020366,,,553800020366,5538/0002:0366,0.1200
3608,94298,27272.496755339806,99.99945969427337,99.99999999955939,555500020037,,,555500020037,5555/0002:0037,2.7273
3609,75176,63883.14823965175,97.59816503682612,97.51922233072956,554400020115,,,440057673100,5544/0002:1311,6.5508
3610,40760,1538.945399966914,99.99999999954572,99.99999999635918,551000051461,,,440042007554,5510/0005:1461,0.1539
3611,52454,27684.85048004717,90.53391571557108,91.9278758589902,550800010087,,,550800010087,5508/0001:0087,3.0115
3612,22075,1396.2473409992328,99.99999999746306,100.00000000007377,553000040398,,,440003742496,5530/0004:0398,0.1396
3613,33076,7699.627358441136,99.9999999995443,99.9999999989293,551800050243,,,440018551227,5518/0005:0243,0.7700
3614,90380,28909.725441812057,99.99999999946186,99.99999999994878,551800090100,,,551800090100,5518/0009:0100,2.8910
3615,87977,23898.69359981545,99.99999999993821,99.99999999923382,552500080084,,,552500080084,5525/0008:0084,2.3900
3616,29479,22109.7475999394,99.99932880660184,99.99999999976403,552500080043,,,552500080043,5525/0008:0043,2.2110
3617,15425,1.9878342901098224e-08,4.717091993414827e-10,9.920373238737429e-11,555000030070,,,555000030070,5550/0003:0070,1.8500
3618,15425,20037.898194644647,82.62366695902375,99.99999999985691,555000030070,,,555000030070,5550/0003:0070,1.8500
3619,74314,9718.199073933109,99.99999999985015,99.99999999898642,552000010524,,,553800160154,5520/0001:0524,0.9718
3620,4330,596.5454532637139,94.68774049188437,97.08023982213464,554400120039,,,554400120039,5544/0012:0039,0.0615
3621,53878,928.2591589820327,99.99999999868514,99.99999999709256,550300030216,,,440041451938,5503/0003:0216,0.0928
3622,78596,1227.6916460835191,99.99755372549025,99.99913588525843,555800052390,,,440041377264,5558/0005:2390,0.1228
3623,2158,2687.4663939737898,99.99999999853237,99.99999999907298,550300010517,,,440041274233,5503/0001:0517,0.2687
3624,81865,30669.773189266012,99.99999999992149,99.99997548654773,550100010044,,,550100010044,5501/0001:0044,3.0670
3625,20186,609.2341044850151,100.00000000011697,99.99999999666667,553800030072,,,553800030072,5538/0003:0072,0.0600
3626,93025,4855.130011673373,95.7397725924714,99.44316685445858,554300020208,,,554300020208,5543/0002:0208,0.5000
3627,30173,51700.43819525055,99.99999999974315,99.99999999973184,553300050002,,,553300050002,5533/0005:0002,5.0000
3628,66023,2189.407990428832,99.99999999893224,99.99999999817128,551000040404,,,440005951064,5510/0004:0404,0.2189
3629,67122,11672.810704369482,99.99996844329159,99.9999060580817,555200100432,,,440009112858,5552/0010:0432,1.1673
3630,73334,86809.72561009643,99.99999844172888,99.99999908014165,551800060396,,,440041254462,5518/0006:0396,8.6810
3631,33223,13619.57699141416,99.99999999858453,99.99999999958676,555300010041,,,555300010041,5553/0001:0041,1.3000
3632,96098,21469.462437968683,99.9999999991611,100.00000000003648,555500010188,,,440002930314,5555/0001:0188,2.0000
3633,26157,10020.046295740247,99.99999999999994,99.99999999667813,554300050334,,,440001169275,5543/0005:0334,0.9800
3634,27173,17298.519899906732,99.99999999985845,99.99999999908624,550300090224,,,440014900995,5503/0009:0224,1.7299
3635,35703,793.6799019274873,99.99999999490007,99.99999999912194,555800021368,,,440041148170,5558/0002:1368,0.0794
3636,35834,13328.143031862552,100.0,99.99999999936863,551000040746,,,440041730003,5510/0004:0746,1.3328
3637,91178,4978.069466470848,99.99999999779294,100.0,552500020300,,,440041493110,5525/0002:0300,0.4978
3638,84702,4538.795199942172,99.99999999905349,99.99999999924043,556800090254,,,556800090254,5568/0009:0254,0.4540
3639,13573,10069.009631864941,99.99999999853875,99.99999999893323,556500040093,,,440003240166,5565/0004:0093,1.0200
3640,86488,5447.308890020864,99.99999999869131,99.99999999986132,550300070246,,,440009178874,5503/0007:0246,0.4500
3641,58431,2626.572152471138,99.99999999744007,99.99999999903594,553800140186,,,440041247790,5538/0014:0186,0.2627
3642,78321,1535.2252503307075,15.684163359363748,20.21411957883576,552300030060,,,440056999996,5523/0003:1122,0.7595
3643,16237,14661.29856985937,99.99993588023719,99.99999999898307,555500040435,,,440004768878,5555/0004:0435,1.4800
3644,11315,2076.2287480321575,91.27175678060586,99.99978133514773,556800090440,,,440006511691,5568/0009:0440,0.2076
3645,71681,541.7902999885051,99.99999999525681,99.9999999983774,552000150210,,,552000150210,5520/0015:0210,0.0533
3646,6730,2463.534144906411,99.99999999876624,99.99999999674078,552800010632,,,440007335611,5528/0001:0632,0.2464
3647,48953,614.8600865002877,99.99999999496582,99.99999999922991,551300130163,,,551300130163,5513/0013:0163,0.0600
3648,61347,4258.955149953941,99.99999999868821,99.999999998891,550100010285,,,440041260037,5501/0001:0285,0.4259
3649,57026,605.9785999899744,99.9999999969674,99.99999999869486,552800100084,,,552800100084,5528/0010:0084,0.0600
3650,98063,984.0029689582836,99.99999999948895,99.99999999512923,551000051438,,,440041176398,5510/0005:1438,0.0984
3651,44961,1623.8963998902336,99.99999999097672,99.99999999986119,556800020158,,,440041167922,5568/0002:0158,0.1624
3652,67501,955.5752330702018,96.10565768633454,35.83169649446382,555800010028,,,440055983368,5558/0001:0401,0.2667
3653,49131,2862.934703810536,99.82203692859574,96.07606482393216,556800090238,,,556800090238,5568/0009:0238,0.3000
3654,1163,30577.63185551637,99.89122518234672,99.49527074579957,551000020185,,,440008059012,5510/0002:0185,2.9500
3655,43799,899.7644499727576,99.99999999930984,99.99999999615233,552300060684,,,440041458520,5523/0006:0684,0.0900
3656,13651,44936.709654200364,99.88919208889568,99.26232426724297,553300050378,,,440005754706,5533/0005:0378,4.4500
3657,46207,3499.9052739505046,99.999999999481,99.99999999845461,551000040096,,,551000040096,5510/0004:0096,0.3500
3658,9130,584.6875822699285,98.77250960718607,96.67955351238228,555200130047,,,555200130047,5552/0013:0047,0.0605
3659,21564,633.1988077408511,99.99999999858285,99.99999999645834,555500050728,,,555500050728,5555/0005:0728,0.0601
3660,94027,600.1967999895057,99.99999999965837,99.99999999778004,555800130143,,,555800130143,5558/0013:0143,0.0600
3661,19534,1636.3798499584568,99.9999999980707,99.99999999770897,551000040515,,,440011529432,5510/0004:0515,0.1636
3662,27476,1001.7985919841021,99.99999999823623,99.99526683614658,551000040440,,,440006837543,5510/0004:0440,0.1002
3663,68244,3139.171022969725,99.99999999943718,99.99999999937374,555000030124,,,440011667240,5550/0003:0124,0.3555
3664,28710,13103.536149961636,99.99999999910622,99.99999999981817,556500030074,,,556500030074,5565/0003:0074,1.3104
3665,15865,656.301634298226,96.55746589155272,99.86301915101171,554400200076,,,554400200076,5544/0020:0076,0.0600
3666,42343,3399.979749972065,99.99999999958727,99.99999999875868,550300070296,,,440042125991,5503/0007:0296,0.3400
3667,88132,656.6138129767314,99.99914347449572,99.99999999660719,555200130614,,,555200130614,5552/0013:0614,0.0657
3668,11330,600.1547499774424,99.99999999825143,99.99999999721902,551300040278,,,551300040278,5513/0004:0278,0.0600
3669,47439,1331.183589332116,99.99999999760936,99.99999999675664,551000051213,,,440023092375,5510/0005:1213,0.1330
3670,91107,1178.960499959726,99.99999999840273,99.99999999627119,553800140199,,,440041819203,5538/0014:0199,0.1179
3671,65167,603.8427355516415,97.53822755984906,99.83424448342919,551300210427,,,551300210427,5513/0021:0427,0.0605
3672,20959,559.6512259773738,99.99999999840921,99.99999999586198,552300030888,,,440039352337,5523/0003:0888,0.0560
3673,58264,558.4555834964764,99.99999999965863,99.99999999965982,552300030884,,,440039352470,5523/0003:0884,0.0558
3674,16715,341.43942304951145,96.55731555788745,99.33823558277327,554400160205,,,440006750705,5544/0016:0205,0.0346
3675,48474,580.2125999936297,99.99999999853688,99.99999999743916,555500050635,,,555500050635,5555/0005:0635,0.0600
3676,63638,21678.248940724206,99.99999999976085,99.99999999974078,552500030048,,,440003175650,5525/0003:0048,2.3800
3677,74637,617.851900011352,99.99999999610353,100.0000000003523,551300210104,,,551300210104,5513/0021:0104,0.0618
3678,69852,543.3014571691983,99.99999999787944,99.99999998968445,552000150053,,,552000150053,5520/0015:0053,0.0544
3679,71565,664.3149285983953,99.99999999920081,99.99999999816748,553800030156,,,553800030156,5538/0003:0156,0.0600
3680,62888,6490.011992279248,99.99999630357956,99.99942045715493,552800011011,,,440040600302,5528/0001:1011,0.6490
3681,88771,5071.7470533671285,99.99971413955635,99.99999697148488,555800040981,,,440040501737,5558/0004:0981,0.5072
3682,18954,587.6539729855543,99.99999999864315,99.99999999796638,554400170089,,,554400170089,5544/0017:0089,0.0588
3683,56621,11903.065320832073,99.9999999995633,99.99999999827305,553500040481,,,440008771350,5535/0004:0481,1.1903
3684,41049,36761.31160353051,96.73395803326298,99.996301963617,555500020023,,,555500020023,5555/0002:0023,3.5500
3685,11004,15123.165114250609,99.99611445629492,99.9999999999859,553300050433,,,440008565608,5533/0005:0433,1.6200
3686,53958,18647.11274987596,99.99999999952557,99.99999999915788,555300010226,,,440020154409,5553/0001:0226,1.8646
3687,45544,859.9408718985883,99.99999999980223,99.99999999656762,555200110517,,,440040789186,5552/0011:0517,0.0860
3688,31348,12920.88965004614,100.00000000000003,100.00000000066147,551800030072,,,440040730030,5518/0003:0072,1.2921
3689,32237,2399.9680319929357,99.9999999983091,99.99999999956819,552800010358,,,552800010358,5528/0001:0358,0.2399
3690,75163,380.7953499845966,99.99999999972549,99.9999999955588,551500010083,,,440000645598,5515/0001:0083,0.0381
3691,63061,3842.94416249103,99.9999999984817,99.99999999996606,555300040008,,,555300040008,5553/0004:0008,0.3843
3692,53792,3677.0883696097912,99.99999999909997,99.99999999900496,555300040204,,,440024468246,5553/0004:0204,0.3678
3693,46650,1365.357459955915,99.99999999828282,99.99971904548906,552800060470,,,440015632987,5528/0006:0470,0.1365
3694,57847,1199.980215652136,99.9992453829583,91.13093883752865,552000010117,,,440059633168,5520/0001:0966,0.1317
3695,26311,14500.248099880493,99.99999999977824,99.99999999884982,550100030050,,,550100030050,5501/0003:0050,1.4500
3696,6034,500.0734000073162,99.99999999805175,100.00000000058691,552000180031,,,552000180031,5520/0018:0031,0.0500
3697,18667,10979.92133123456,100.0,96.4325561017435,554500040123,,,440000900869,5545/0004:0123,1.1900
3698,18010,9088.912275192939,99.99999999926796,99.99999999881295,554500040286,,,440007859903,5545/0004:0286,0.8800
3699,51540,613.0986558032663,99.78511093158396,99.20786541695726,551300110113,,,551300110113,5513/0011:0113,0.0617
3700,31884,524.4775022274144,98.67749309188206,99.22188169295744,551300190135,,,551300190135,5513/0019:0135,0.0584
3701,90970,17280.162830756464,98.44862230616556,90.2989789977919,552000090135,,,440004296284,5520/0009:0135,1.9137
3702,22679,1051.4599999656427,99.99999999700168,99.99999999679132,552800070254,,,440040516163,5528/0007:0254,0.1051
3703,24026,2193.139649961612,99.99999999901054,99.99999999871629,551500010206,,,440005085218,5515/0001:0206,0.2193
3704,991,601.1433289169128,99.9999999984401,99.99999999816616,554400130334,,,554400130334,5544/0013:0334,0.0600
3705,1958,15437.327266893371,99.99999999856476,99.9999999994953,551800050082,,,551800050082,5518/0005:0082,1.6100
3706,35399,617.2326999728507,99.99999999799746,99.99999999468457,551300020164,,,551300020164,5513/0002:0164,0.0617
3707,46517,567.7694624651812,93.88763920584344,91.05222818300007,553800020334,,,553800020334,5538/0002:0334,0.0624
3708,86611,53819.981982776866,100.00000000003891,99.99999999947553,552500030003,,,552500030003,5525/0003:0003,5.3821
3709,6283,1583.5901999865202,99.99999999973923,99.99999999897578,553800140198,,,440040049845,5538/0014:0198,0.1584
3710,59072,549.8981376118383,96.03720992677061,88.62891663029004,552800100087,,,552800100087,5528/0010:0087,0.0620
3711,20474,1586.5651999885972,99.99999999834117,99.99999999839831,553800140243,,,440040049245,5538/0014:0243,0.1587
3712,1993,1082.0366702583628,99.99999999837598,99.99999999750305,551000051130,,,440020542465,5510/0005:1130,0.1082
3713,47602,4303.707575948278,99.99999999841582,99.99999999857502,550100030263,,,440012873577,5501/0003:0263,0.4200
3714,87527,574.6508624780455,99.99999999836562,99.9999999946232,551300090104,,,551300090104,5513/0009:0104,0.0589
3715,35592,700.0486809767109,99.99255795469435,99.99999999713803,553000040012,,,440029249110,5530/0004:0012,0.0700
3716,73461,9701.985434131711,99.99908852008575,97.32484009299702,555000010366,,,440020978663,5550/0001:0366,0.9969
3717,13399,16253.913488519607,94.48867652375382,99.99989368466615,551000010157,,,440010204950,5510/0001:0157,1.6400
3718,79723,616.3312999686814,99.99999999905094,99.99999999467505,551300060204,,,551300060204,5513/0006:0204,0.0600
3719,47472,3833.268599923653,99.99999999863253,99.99999999702275,550100010008,,,550100010008,5501/0001:0008,0.3500
3720,72823,11306.506799907127,99.99999999982883,99.9999999990993,556300070102,,,440003107091,5563/0007:0102,1.1306
3721,62244,646.2735150043206,99.999999999428,99.99999999985486,553800010193,,,553800010193,5538/0001:0193,0.0646
3722,65460,4626.7252498997195,99.99999999943017,99.99999999719506,550100040234,,,440041542814,5501/0004:0234,0.4627
3723,4013,4681.539234352947,99.99999999864048,99.99999999907905,553800110227,,,440021158776,5538/0011:0227,0.4500
3724,73688,2797.9687039455594,99.99999999239517,100.00000000177036,554300050537,,,440039807784,5543/0005:0537,0.3000
3725,46492,211316.98650831045,99.21026002847766,99.26451969717162,553500050197,,,553500050197,5535/0005:0197,21.2883
3726,95620,8299.018059907185,99.99486857238419,99.99999999832929,554400030057,,,554400030057,5544/0003:0057,0.8300
3727,41805,790.6363750109933,100.0,100.0000000016189,555500050037,,,440007033874,5555/0005:0037,0.0749
3728,96169,41281.28240247065,99.72356889464075,99.60989755840663,550100030090,,,550100030090,5501/0003:0090,4.0000
3729,25976,1200.0102000041668,99.99811380060417,99.99999999953857,555800070385,,,440005535624,5558/0007:0385,0.1200
3730,27832,44504.37329987874,99.9999999991934,99.9999999998434,556300040363,,,440040015056,5563/0004:0363,4.4504
3731,55731,16382.215279208096,99.87067522162675,99.9663815097383,555200020159,,,440006524347,5552/0002:0159,1.6000
3732,11922,5000.34756448497,100.00000000007209,99.99999999980312,556800110280,,,440009356556,5568/0011:0280,0.5000
3733,97386,1600.3003024509287,50.00128268091424,99.99864149481624,551000040765,,,440054252356,5510/0004:0781,0.1600
3734,1730,1820.0352230306132,99.99978654395662,99.99960567163563,555200100434,,,440009113022,5552/0010:0434,0.1820
3735,59399,1299.687504440424,99.9935706932225,99.99533790064889,555800140160,,,555800140160,5558/0014:0160,0.1299
3736,27633,670.1835364919692,99.99999999921522,99.99999999735343,554400140158,,,554400140158,5544/0014:0158,0.0675
3737,29727,3178.73289002905,99.99999999896865,99.99999999943132,556800110197,,,556800110197,5568/0011:0197,0.3300
3738,50384,1109.9707394282095,91.43164607819577,99.9998814355642,554400050432,,,554400050432,5544/0005:0432,0.1200
3739,29967,2939.010042349021,99.99999999855847,99.99999999859203,556300040020,,,556300040020,5563/0004:0020,0.2938
3740,71915,8765.4678621261,99.99999999899707,99.99999999915894,556300030407,,,440022716956,5563/0003:0407,0.8700
3741,59010,586.9041872388502,99.68819314776731,97.80943382493889,551300210372,,,551300210372,5513/0021:0372,0.0600
3742,16100,590.8091499641059,99.99999999838397,99.99999999280763,555500050102,,,555500050102,5555/0005:0102,0.0591
3743,56974,1023.393098476862,99.99999999684212,99.99999999815485,552800070475,,,440007984945,5528/0007:0475,0.1000
3744,48692,605.5622999949685,99.99999999872394,99.99999999749993,553800020353,,,440004464159,5538/0002:0353,0.0606
3745,58011,2040.310655000857,99.99999999915654,99.9999999993522,552800020173,,,440039789121,5528/0002:0173,0.2040
3746,23015,1409.16776717111,99.98741786331536,99.99926908273402,552000010653,,,440020172961,5520/0001:0653,0.1409
3747,53976,599.7489480159278,99.97656368574854,99.88709873790414,551300090073,,,551300090073,5513/0009:0073,0.0600
3748,23629,13668.75133020813,99.99997455234613,99.99999643727094,555800030144,,,555800030144,5558/0003:0144,1.3670
3749,84008,1475.657999975688,99.99999999742434,99.99999999983554,554800010016,,,440039891368,5548/0001:0016,0.1476
3750,23307,16414.825049896812,99.99999999937809,99.99999999922805,556300060545,,,440017957309,5563/0006:0545,1.6415
3751,52199,47999.936029126795,99.99999999981924,99.99999999959098,555300030086,,,555300030086,5553/0003:0086,4.8000
3752,22482,2500.7976258152867,99.99999083644666,99.99609665442964,555800060129,,,555800060129,5558/0006:0129,0.2500
3753,69858,210.36066099316716,99.98570612693284,99.99999999872158,552300030426,,,440007418840,5523/0003:0426,0.0200
3754,78889,22374.44734992314,91.5082204461023,99.99999999963353,553800130003,,,553800130003,5538/0013:0003,2.1000
3755,2332,2655.570989969032,99.99999999881935,99.99999999864944,550100010526,,,440004471163,5501/0001:0083,0.2800
3756,13589,17024.029269337163,86.05054962210012,99.99999999935154,550100010526,,,440004470899,5501/0001:0526,1.6600
3757,51009,599.6243710004292,99.99999999948977,99.99999999767351,552300080034,,,552300080034,5523/0008:0034,0.0600
3758,81779,1407.1609984627526,90.54031349862174,96.63015308035978,552300050255,,,440007873067,5523/0005:0255,0.1456
3759,63464,3178.1472294702926,99.99999999907519,99.99999999960004,551000050496,,,440006535620,5510/0005:0496,0.2500
3760,57031,6539.250193136031,100.00000000023535,99.99999999877834,553500040566,,,440011670878,5535/0004:0566,0.6539
3761,1124,17879.962849904652,99.99999999913075,99.99999999963029,555000030328,,,440039645795,5550/0003:0328,1.7880
3762,73837,1012.2591999754628,99.99999999999999,9.194268460051521,554400050598,,,554400050189,5544/0005:0189,1.1007
3763,77607,6885.79074283937,99.99712257116819,99.99870716937154,554800030002,,,440039624650,5548/0003:0002,0.6886
3764,13169,3775.831485950968,99.99999999851083,99.99999999827371,550500030363,,,440039805713,5505/0003:0363,0.3776
3765,6051,7076.74914995301,99.9999999990825,99.99999999944284,555300040227,,,440039592213,5553/0004:0227,0.7077
3766,88176,1002.1369679956744,99.99973436706317,99.99984273511436,555800020444,,,440010115552,5558/0002:0444,0.1002
3767,54357,612134.8165427275,99.99836996363875,99.99999993190717,554400020473,,,440005350346,5544/0002:0473,61.2135
3768,35451,19614.035175097146,99.99999999925913,99.99999999978364,552800020316,,,440003582436,5528/0002:0316,1.9597
3769,87708,16279.201169975477,95.15763903283947,98.01125176969329,550100030014,,,550100030014,5501/0003:0014,1.6609
3770,56774,1392.281422773106,99.99933672183495,83.77893632515462,552800041131,,,440054839260,5528/0004:1261,0.1662
3771,49225,1387.141539671265,97.91237761766529,85.6071812044825,552800041130,,,440054838974,5528/0004:1260,0.1620
3772,86003,5100.167836713094,99.99999999877214,99.99999999891375,554500040119,,,440000900388,5545/0004:0119,0.5100
3773,67903,11305.353059425255,99.99999999994566,99.9999999998725,553800120315,,,440042256740,5538/0012:0315,1.1305
3774,20840,66600.32736925317,99.99999999988269,99.99999999891955,553300030177,,,440026595050,5533/0003:0177,6.6600
3775,20208,516.3042999833598,99.99999999863434,99.99999999590673,552000150452,,,552000150452,5520/0015:0452,0.0516
3776,49821,17677.29328989557,99.99999999887532,99.9999999994828,553300010127,,,553300010127,5533/0001:0127,1.7500
3777,96011,138019.4611414793,99.99999999983564,99.9999999998587,555300030203,,,440020109546,5553/0003:0203,13.7000
3778,53130,92963.13656976723,99.99999926600245,99.99999999942096,551800060059,,,551800060059,5518/0006:0059,8.3600
3779,58283,5502.575635497123,99.99999999760357,99.99999999982805,551800060306,,,440014662927,5518/0006:0306,0.5500
3780,32551,10360.510581216506,99.99999999994283,100.00000000092616,555500010384,,,440038804621,5555/0001:0384,1.0361
3781,85066,10700.319099924649,99.99999999976573,99.99999999936136,553800150377,,,440015296650,5538/0015:0377,1.0700
3782,50574,806.0340009968528,99.99999999761215,100.00000000009923,555800010012,,,555800010012,5558/0001:0012,0.0806
3783,5231,812.7722710736195,99.98637977871326,98.40333341561944,551300110225,,,551300110225,5513/0011:0225,0.0826
3784,29915,975.6733499600402,99.99999999442349,99.99999999851464,556500010970,,,440021945211,5565/0001:0970,0.0976
3785,9058,605.8612999862755,99.99999999908859,99.99999999748262,551300020087,,,551300020087,5513/0002:0087,0.0600
3786,28566,4850.983351393829,99.99999999868638,99.99999999759348,556800090687,,,440039259499,5568/0009:0687,0.4851
3787,57014,1770.0953499680484,99.99999999924913,99.99999999705379,553000051016,,,440021933220,5530/0005:1016,0.1770
3788,77074,668.1031499843002,99.99999999978375,99.99999999767478,554400260005,,,554400260005,5544/0026:0005,0.0668
3789,49465,12999.835999907536,99.99999999917844,99.99999999909636,556800050140,,,556800050140,5568/0005:0140,1.3000
3790,40311,9000.795232386552,99.99999999957541,99.99999999916011,551800090121,,,551800090121,5518/0009:0121,0.9000
3791,18175,9023.801188891917,99.99999999995724,99.99999999893126,551800090223,,,440007518256,5518/0009:0223,0.8500
3792,7743,13626.968630173262,99.99995362265605,99.99979929683687,551000040181,,,551000040181,5510/0004:0181,1.3500
3793,73897,7696.843746632774,99.999999997781,99.99999999974128,550800030086,,,440039253506,5508/0003:0086,0.7697
3794,7323,2852.9647949656865,99.99999999780967,99.99999999920449,554500020465,,,440016052158,5545/0002:0465,0.2853
3795,68702,31149.494757460998,98.19307794350148,99.99987306988793,556300040004,,,556300040004,5563/0004:0004,3.0000
3796,90664,10177.995867414873,99.999999999317,99.99999999878125,556800050068,,,556800050068,5568/0005:0068,0.9600
3797,86991,4696.167135450344,99.99999999699844,99.9999999996642,556800050212,,,440007002799,5568/0005:0212,0.4696
3798,70813,665.0687979695801,99.99999999767131,99.99999999609372,551300120194,,,551300120194,5513/0012:0194,0.0661
3799,394,1315.1407999549351,99.99999999787342,99.99999999803562,555300010295,,,440039237568,5553/0001:0295,0.1316
3800,14337,19240.989899687327,99.99999999929199,99.99999999845095,550500020026,,,550500020026,5505/0002:0026,1.9241
3801,14536,28905.056542884173,99.9999999996492,99.99999999956361,555200050137,,,440004507186,5552/0005:0137,2.9500
3802,79663,5348.318949598346,99.99999999858449,99.99999999123774,550500020033,,,550500020033,5505/0002:0033,0.5348
3803,62318,6865.835649921437,99.99999999927807,99.99999999927333,555200100171,,,440039187298,5552/0010:0171,0.6866
3804,68042,590.5808665458185,99.41852176486738,93.60511769370176,554400190202,,,554400190202,5544/0019:0202,0.0600
3805,4750,1654.7082120750372,99.99999999290165,100.00000000044558,553000050033,,,553000050033,5530/0005:0033,0.1655
3806,27648,2906.8264999650364,100.00000000006473,99.99999999879863,555800021319,,,440039099882,5558/0002:1319,0.2907
3807,94269,4092.609391078041,99.99999999898594,99.9242006126935,552800030109,,,552800030109,5528/0003:0109,0.4096
3808,10417,19935.294479867975,99.99999999951214,99.99999999963973,556500010828,,,440014716073,5565/0001:0828,1.9935
3809,14474,1213.837563967817,99.99999999756741,99.99999999822383,552000070051,,,552000070051,5520/0007:0051,0.1213
3810,52494,15174.527150081698,99.99999999669487,99.999999999759,554500030561,,,440015427620,5545/0003:0561,1.5300
3811,52312,1246.8040329550508,99.9999999984722,99.99999999625075,553800040002,,,553800040002,5538/0004:0002,0.1247
3812,266,6000.293230967171,99.99999999863758,99.99999999943884,556300060621,,,556300060023,5563/0006:0023,0.6000
3813,53412,25103.684318834137,80.70891987492699,99.99999999956228,556300060621,,,440039055606,5563/0006:0621,2.5104
3814,27580,514.3752034773258,99.9999999996786,99.99999999548179,552300020424,,,440004509824,5523/0002:0424,0.0400
3815,40713,2907.455166879859,67.31343896148326,98.26115849164943,556800010078,,,440062987037,5568/0001:0642,0.2959
3816,10307,284.3961114565925,99.99999999929047,99.9989802904623,552300070296,,,440039346008,5523/0007:0296,0.0284
3817,36736,1045.709500000761,99.99956967110447,99.9999999995244,555800030700,,,440024407081,5558/0003:0700,0.1046
3818,25263,1628.2113961681107,99.99862405939955,99.9994638304013,556800070055,,,556800070055,5568/0007:0055,0.1720
3819,63217,613.8794499880973,99.99999999514421,99.99999999813436,553800050305,,,553800050305,5538/0005:0305,0.0614
3820,69499,161.41406999024858,99.99999999661658,99.99999999412115,551500010299,,,440000765014,5515/0001:0176,0.0161
3821,37691,12833.36968677055,98.75785489724618,99.99937661592853,551500010299,,,440018047148,5515/0001:0299,1.2834
3822,23733,20000.074983924602,99.9999999995375,99.99999999963238,556800050118,,,556800050118,5568/0005:0118,2.0000
3823,53542,19846.293134462252,99.99999999868156,99.99999999997091,552500050227,,,440029085481,5525/0005:0227,1.9846
3824,81734,59327.20639988702,99.99999999967147,99.99999999972609,552500050210,,,440020932461,5525/0005:0210,5.9327
3825,13942,4699.737917779359,99.99767918562534,99.996796374862,554400040036,,,554400040036,5544/0004:0036,0.4700
3826,14215,984.7435733559622,99.99999999814399,100.0000000000791,555800140490,,,440016140908,5558/0014:0490,0.0985
3827,56775,11692.228246475806,99.99999999893376,99.99999999984941,556800050114,,,556800050114,5568/0005:0114,1.2000
3828,539,13695.565599456051,99.9999999995706,99.99999999933709,556800050185,,,440004273756,5568/0005:0185,1.3700
3829,72831,23230.94561629664,99.9999999992773,99.99999999905465,555000030062,,,555000030062,5550/0003:0062,2.5600
3830,61870,1599.734449947134,99.99999999900793,99.99999999709212,552300060216,,,440005457870,5523/0006:0216,0.1600
3831,55684,1186.6325101248942,99.99999999580201,99.99999999932389,552300090365,,,440038957078,5523/0009:0365,0.1186
3832,74341,5000.094616965714,99.9999692638256,99.9877136210622,555200080211,,,440008389575,5552/0008:0211,0.5000
3833,60862,29585.730271480483,96.39825410694498,99.80638069657142,550300020097,,,440001094671,5503/0002:0097,2.9642
3834,17061,16426.95484986405,99.99999999939591,99.99999999916251,551800010205,,,440023450355,5518/0001:0205,1.6100
3835,84174,19000.332534397116,99.99999999984566,99.99999999949503,551800080274,,,440038416816,5518/0008:0274,1.9000
3836,88656,6700.658173758654,99.99889443340554,99.99999999601938,555200090530,,,440004505308,5552/0009:0530,0.6700
3837,12394,13509.293277068628,99.99676636025661,99.9989592869737,551000040185,,,551000040185,5510/0004:0185,1.3500
3838,59596,5427.822627706855,99.99921507277966,99.99862494106428,551000030715,,,440038397903,5510/0003:0715,0.5428
3839,5610,5044.514846598671,99.99924185726114,99.99994809170504,555800060459,,,440038926337,5558/0006:0459,0.5045
3840,3562,4784.747020789666,99.99999999891438,99.99999999878133,552800040557,,,440009709691,5528/0004:0557,0.4785
3841,74043,4071.2354687212355,97.27095948599913,98.10820720657082,556800090294,,,440001668677,5568/0009:0294,0.4150
