db_sklypo_id,atviru_unikalus_nr,atviru_kadastro_nr,persidengimo_proc_nuo_seno,persidengimo_proc_nuo_naujo
554400020394,440002091510,5544/0002:0394,99.99999999966992,99.99999999995426
550300060272,440010290818,5503/0006:0272,99.9999999996699,99.99999999882937
550300030154,550300030154,5503/0003:0154,99.99999999966988,99.99999999951017
554400051372,440050266009,5544/0005:1372,99.99999999966988,99.99999999840708
552800060057,552800060057,5528/0006:0057,99.99999999966984,99.99999999938144
555300040235,440045526765,5553/0004:0235,99.99999999966984,99.99999999789608
551800010046,551800010046,5518/0001:0046,99.9999999996698,99.999999999706
556300020069,556300020069,5563/0002:0069,99.99999999966973,99.9999999998119
553800040260,553800040260,5538/0004:0260,99.99999999966973,99.99999999858537
553000050452,440002458295,5530/0005:0452,99.99999999966968,99.99999999742568
556500020050,440001097314,5565/0002:0050,99.99999999966958,99.99999999965024
556800040109,440003118296,5568/0004:0109,99.99999999966958,99.9999999977432
554300020367,440018534159,5543/0002:0367,99.99999999966953,99.99999999968472
552800040114,552800040114,5528/0004:0114,99.99999999966953,99.99999999902522
555000010023,555000010023,5550/0001:0023,99.99999999966953,99.99998446729695
556500030199,440007192718,5565/0003:0199,99.99999999966948,99.99999999861636
552000090080,440012089228,5520/0009:0080,99.99999999966946,99.99999999939988
555800020022,555800020022,5558/0002:0022,99.99999999966946,99.99999999925578
555000010124,555000010124,5550/0001:0124,99.99999999966938,99.99999999832583
551300080052,551300080052,5513/0008:0052,99.99999999966936,99.99999999757762
556500030332,440021720174,5565/0003:0332,99.9999999996693,99.99999999864409
551500020241,440016577888,5515/0002:0241,99.99999999966926,99.999999997778
553300020330,440038274978,5533/0002:0330,99.99999999966916,99.9999999992696
556800050070,556800050070,5568/0005:0070,99.99999999966911,99.99999999930326
555000010107,555000010107,5550/0001:0107,99.99999999966909,99.9999999995607
554500040028,554500040028,5545/0004:0028,99.99999999966909,99.99999999943088
553800090002,440005237210,5538/0009:0002,99.99999999966906,99.99999999492132
554400050399,554400050399,5544/0005:0399,99.99999999966906,99.99907211029492
553800140329,553800140329,5538/0014:0329,99.99999999966904,99.9999999997994
551800060392,440031031439,5518/0006:0392,99.999999999669,99.99999999968291
555000030327,440039646881,5550/0003:0327,99.999999999669,99.99999999928876
550300080375,440047548452,5503/0008:0375,99.999999999669,99.99999999926824
550500040203,550500040203,5505/0004:0203,99.999999999669,99.99999999806302
552300060031,552300060031,5523/0006:0031,99.99999999966896,99.99999999921644
554500010191,554500010191,5545/0001:0191,99.99999999966892,99.99999999975242
556500030348,440029351057,5565/0003:0348,99.99999999966892,99.9999999996582
554400051209,440030957190,5544/0005:1209,99.99999999966892,99.99999999736926
556500040305,556500040305,5565/0004:0305,99.99999999966886,99.74337198313754
555300010072,555300010072,5553/0001:0072,99.99999999966876,99.99999999972916
556800100039,556800100039,5568/0010:0039,99.99999999966876,99.99999999969424
554400030468,440008390026,5544/0003:0468,99.99999999966876,99.9999999991048
550100010685,440023171726,5501/0001:0685,99.99999999966876,99.99999999134276
550100010305,550100010305,5501/0001:0305,99.99999999966872,99.99999999912592
554400130399,554400130399,5544/0013:0399,99.99999999966872,99.99999999603452
551800060104,551800060104,5518/0006:0104,99.99999999966865,99.99999999953388
551300100165,551300100165,5513/0010:0165,99.9999999996686,99.99999999997648
556300060432,440009252539,5563/0006:0432,99.9999999996686,99.99999999955918
550100020216,440020859994,5501/0002:0216,99.99999999966856,99.99999999946216
555200121238,440020746492,5552/0012:1238,99.99999999966856,99.99999999884824
555800041215,440051719712,5558/0004:1215,99.99999999966856,99.99972963631446
552000030047,552000030047,5520/0003:0047,99.99999999966852,99.99999999861674
554400020598,440010166606,5544/0002:0598,99.99999999966852,99.99999999725677
551800040357,440040609221,5518/0004:0357,99.9999999996685,99.99999999866522
556800060302,440011233337,5568/0006:0302,99.99999999966845,99.99999999891908
554500040694,440051714004,5545/0004:0694,99.99999999966842,99.99979593746193
551800080143,440003845036,5518/0008:0143,99.9999999996684,100.0000000000014
552800040978,440020048144,5528/0004:0978,99.9999999996684,99.9999999994722
555800052337,440038507050,5558/0005:2337,99.9999999996684,99.99999999936144
551800080245,440025069889,5518/0008:0245,99.99999999966838,99.99999999986824
554300040172,440011004121,5543/0004:0172,99.99999999966836,99.9999999983612
555900020329,440051186133,5559/0002:0329,99.9999999996683,99.99999999968011
552000190029,552000190029,5520/0019:0029,99.9999999996683,99.99999999839262
555500010408,440043263894,5555/0001:0408,99.99999999966828,99.99999999937752
556300030477,440041490282,5563/0003:0477,99.99999999966823,99.99999999961412
556800020191,440004920261,5568/0002:0191,99.99999999966822,99.99999999736106
551800080085,551800080085,5518/0008:0085,99.9999999996682,99.99999999930913
551800070012,551800070012,5518/0007:0012,99.99999999966816,99.99999999927782
553800110037,553800110037,5538/0011:0037,99.99999999966812,99.99999999984432
551500030008,551500030008,5515/0003:0008,99.99999999966803,99.99999999958489
554400070255,440007504950,5544/0007:0255,99.999999999668,100.00000000017673
555000030311,440023126141,5550/0003:0311,99.999999999668,99.99999999987014
556500030025,556500030025,5565/0003:0025,99.99999999966796,99.99999999977815
556300060359,440008296162,5563/0006:0359,99.99999999966796,99.99999999547371
551000030411,440007694033,5510/0003:0411,99.99999999966796,99.9998882077339
555500020378,440052712904,5555/0002:0378,99.9999999996679,99.99999999982144
550300050073,440003425776,5503/0005:0073,99.99999999966788,99.99999999939342
550300080053,550300080053,5503/0008:0053,99.99999999966784,99.99999999945778
552500060197,440012146702,5525/0006:0197,99.99999999966776,98.10172478971572
553500030098,553500030098,5535/0003:0098,99.99999999966774,99.99999999982542
552800040766,440014813088,5528/0004:0766,99.9999999996677,99.99999999769244
550300090015,550300090015,5503/0009:0015,99.99999999966766,99.99999999952244
553800130138,440015162188,5538/0013:0138,99.99999999966766,99.9999999993852
552000010684,440021348752,5520/0001:0684,99.99999999966764,99.99999999376352
555000040034,440016689566,5550/0004:0034,99.99999999966762,99.99999999717308
550300090189,440009284055,5503/0009:0189,99.9999999996676,100.00000000004958
556500010014,556500010014,5565/0001:0014,99.99999999966757,99.99999999964552
553500030442,440014752904,5535/0003:0442,99.99999999966742,99.99999999985242
555500030319,440052167454,5555/0003:0319,99.9999999996674,99.99999999993226
552300030704,440022411829,5523/0003:0704,99.99999999966738,99.9996934940764
555900020217,440004337733,5559/0002:0217,99.99999999966734,99.99999999886774
553500010009,553500010009,5535/0001:0009,99.99999999966732,99.99999999982076
555500010237,440008565395,5555/0001:0237,99.99999999966728,99.99999999928067
550800020026,550800020026,5508/0002:0026,99.99999999966724,99.9999999995558
550300030018,550300030018,5503/0003:0018,99.99999999966724,99.99999999866202
555300020012,555300020012,5553/0002:0012,99.9999999996672,99.99999999942878
555800052202,440030359723,5558/0005:2202,99.99999999966718,99.997063345263
556500010868,440016034016,5565/0001:0868,99.99999999966714,99.12677848676816
553800130007,553800130007,5538/0013:0007,99.99999999966712,99.99893070999964
552800040317,440005092766,5528/0004:0317,99.99999999966704,99.99999999993588
554400020460,440004156964,5544/0002:0460,99.99999999966698,99.99999999872657
556800050208,440006848748,5568/0005:0208,99.99999999966698,99.91607911882376
555000040132,440021159166,5550/0004:0132,99.9999999996668,100.00000000009798
555800020305,440007193826,5558/0002:0305,99.99999999966676,99.99999999921214
554500040361,440014521938,5545/0004:0361,99.99999999966674,99.999999999486
553800140350,553800140350,5538/0014:0350,99.99999999966673,99.99999999946736
556500010299,440049974212,5565/0001:0299,99.99999999966673,99.99999999435974
553800040204,553800040204,5538/0004:0204,99.99999999966673,99.99999999372552
551300190317,551300190317,5513/0019:0317,99.99999999966668,99.9999999958337
552000090161,440005741877,5520/0009:0161,99.99999999966664,99.9999999998493
556800110353,440040983539,5568/0011:0353,99.99999999966658,99.99999999767036
555200130851,555200130851,5552/0013:0851,99.99999999966658,99.99999999517296
552500050025,552500050025,5525/0005:0025,99.99999999966656,99.99999999937044
551000030173,551000030173,5510/0003:0173,99.99999999966654,99.99999999986944
555800050250,440001009590,5558/0005:0250,99.99999999966651,99.99999999840912
553300040032,553300040032,5533/0004:0032,99.99999999966649,99.99999999961544
551300180070,440015907270,5513/0018:0070,99.99999999966646,99.9999999978219
553300010020,553300010020,5533/0001:0020,99.99999999966644,99.99999999974014
551800080008,551800080008,5518/0008:0008,99.99999999966644,99.99999999967795
551800070072,551800070072,5518/0007:0072,99.99999999966644,99.9999999989796
554400050604,440041156594,5544/0005:0604,99.99999999966636,99.99999999921646
550300070302,440049556000,5503/0007:0302,99.99999999966636,99.99999999832556
552000150547,552000150547,5520/0015:0547,99.99999999966634,99.9999999991955
555000040015,555000040015,5550/0004:0015,99.99999999966631,99.99999999985128
553800130120,440009445814,5538/0013:0120,99.99999999966631,99.99999999911108
552800070795,440021332318,5528/0007:0795,99.99999999966631,99.99999999862538
552000150012,552000150012,5520/0015:0012,99.99999999966626,99.99999999756815
553800120003,553800120003,5538/0012:0003,99.99999999966624,99.999999999738
555800020654,440014753223,5558/0002:0654,99.99999999966624,99.99999999838028
555300010268,440028326016,5553/0001:0268,99.99999999966612,99.99999999982234
556500010950,440021721150,5565/0001:0950,99.99999999966612,99.99999999779052
556800110186,440046290631,5568/0011:0186,99.9999999996661,99.9999999999283
551300220001,551300220001,5513/0022:0001,99.99999999966607,99.99999999953349
554500040063,554500040063,5545/0004:0063,99.99999999966607,99.99999999894293
553000030108,440007063841,5530/0003:0108,99.99999999966607,99.99999999801162
550500050227,440011365416,5505/0005:0227,99.99999999966607,99.99577075204137
551800010134,440003530205,5518/0001:0134,99.99999999966606,99.99999999955304
552800060491,440021332461,5528/0006:0491,99.99999999966606,99.99999999808934
554400020797,440021771108,5544/0002:0797,99.99999999966604,99.99999999955617
552500040321,440045169106,5525/0004:0321,99.99999999966604,99.99999999932916
551800030219,440018551105,5518/0003:0219,99.99999999966602,99.99999999870744
555200010052,440026883156,5552/0001:0052,99.99999999966576,99.9999827153552
551800030005,551800030005,5518/0003:0005,99.99999999966572,99.9999999998369
555800010311,440037626867,5558/0001:0311,99.9999999996657,99.99999999954184
550300020129,440006477214,5503/0002:0129,99.99999999966568,99.9999999990872
555800051461,440017810547,5558/0005:1461,99.99999999966568,99.9999999954852
550300090038,550300090038,5503/0009:0038,99.99999999966566,99.99994694185042
551500020066,551500020066,5515/0002:0066,99.99999999966562,99.99999999880283
555900010191,440003251230,5559/0001:0191,99.99999999966558,99.99999999983072
550300090205,440010892694,5503/0009:0205,99.99999999966558,99.99999999952718
552300070220,440021939680,5523/0007:0220,99.99999999966556,99.9999999960486
550300030099,550300030099,5503/0003:0099,99.99999999966552,99.99999999949556
553800140115,553800140115,5538/0014:0115,99.99999999966536,99.99999999947876
554400060034,554400060034,5544/0006:0034,99.99999999966532,99.99999075807187
552300030151,440032191083,5523/0003:0151,99.99999999966522,99.99999999402552
556800050219,440007210459,5568/0005:0219,99.9999999996652,99.99999999992332
554800010019,554800010019,5548/0001:0019,99.99999999966516,99.98328061461396
552800020356,440008274708,5528/0002:0356,99.99999999966514,99.99999999992926
555500040515,440017005408,5555/0004:0515,99.99999999966508,99.99999999953005
553300020225,440008655546,5533/0002:0225,99.99999999966508,99.99999999860228
552000090401,440009404664,5520/0009:0401,99.99999999966502,99.99999999903233
553300020157,440003690600,5533/0002:0157,99.99999999966492,99.99999999955529
550500020193,440042709839,5505/0002:0193,99.9999999996649,99.99999999897524
556300010528,440023009101,5563/0001:0528,99.99999999966484,99.99999999925411
555800040509,440011432241,5558/0004:0509,99.99999999966482,99.99999999749936
554300050505,440016620280,5543/0005:0505,99.9999999996648,100.00000000000009
556800040101,440001474771,5568/0004:0101,99.9999999996648,99.99999999943068
551800080249,440025864077,5518/0008:0249,99.99999999966477,99.99999999950752
554400051001,440015105536,5544/0005:1001,99.99999999966477,99.99999999637616
554400021157,440050905189,5544/0002:1157,99.9999999996647,99.99999999872074
553300040044,553300040044,5533/0004:0044,99.99999999966468,99.99999999984568
551500010164,551500010164,5515/0001:0164,99.9999999996646,100.00000000011046
552500080047,440029046540,5525/0008:0047,99.9999999996646,99.99999999917397
554500020488,440020100770,5545/0002:0488,99.9999999996646,99.99999999906493
552800070842,552800060118,5528/0007:0842,99.99999999966452,99.99999999683958
555200030077,440028052984,5552/0003:0077,99.99999999966444,99.99999999961516
550300040095,440005747439,5503/0004:0095,99.99999999966444,99.25866747685428
553000050847,440015739730,5530/0005:0847,99.9999999996644,100.00000000014894
552800010897,440020669245,5528/0001:0897,99.99999999966434,99.9999999985356
552500050030,440025754996,5525/0005:0030,99.99999999966433,99.99999999981443
554400050919,440012275322,5544/0005:0919,99.99999999966428,99.99999999576347
555200020071,555200020071,5552/0002:0071,99.99999999966424,99.9999999999186
553800120144,440004734389,5538/0012:0144,99.99999999966424,99.99999999973625
550100010014,550100010014,5501/0001:0014,99.99999999966424,99.9999999996983
552300070239,440022974830,5523/0007:0239,99.99999999966424,99.99999999880542
555800060466,440039664403,5558/0006:0466,99.99999999966424,99.99999999831076
553800050571,440015322893,5538/0005:0571,99.9999999996642,99.99999999932032
552300090219,440012311818,5523/0009:0219,99.99999999966415,99.99999999837884
552800040763,440014783678,5528/0004:0763,99.99999999966415,99.99999999628656
554300020141,554300020141,5543/0002:0141,99.99999999966414,99.9999999985626
556300010086,556300010086,5563/0001:0086,99.9999999996641,99.99999999843531
556800060323,440016557300,5568/0006:0323,99.99999999966408,99.99999999997098
554400070066,554400070066,5544/0007:0066,99.99999999966408,99.99999999986214
550300020052,550300020052,5503/0002:0052,99.99999999966408,99.9999999998292
552800010190,552800010190,5528/0001:0190,99.99999999966404,100.0000000000154
552300060030,552300060030,5523/0006:0030,99.999999999664,99.99999999893564
555800041239,440051739070,5558/0004:1239,99.99999999966396,99.9994824321788
556300040145,556300040145,5563/0004:0145,99.99999999966394,99.99999999966232
554500020030,554500020030,5545/0002:0030,99.9999999996639,99.99999999953442
551500040119,440004760367,5515/0004:0119,99.99999999966388,99.99999999925905
556300060169,556300060169,5563/0006:0169,99.99999999966388,99.99999999925772
550100010215,550100010215,5501/0001:0215,99.99999999966386,99.99999999893792
556800040203,440006111333,5568/0004:0203,99.99999999966384,99.99999999924071
552300090386,440052689320,5523/0009:0386,99.99999999966384,99.9999999992192
555500030301,440052175894,5555/0003:0301,99.9999999996638,99.99999999799054
553300040222,553300040222,5533/0004:0222,99.99999999966374,99.99999999954716
556800090086,556800090086,5568/0009:0086,99.99999999966374,99.99999999917418
552500040175,440008165766,5525/0004:0175,99.99999999966374,99.9999999989852
550100020072,550100020072,5501/0002:0072,99.99999999966369,99.99999999999154
550100030262,440028271905,5501/0003:0262,99.99999999966369,99.99999999982744
556300030243,440005122921,5563/0003:0243,99.99999999966369,99.9999999992244
554500040389,440017058376,5545/0004:0389,99.99999999966366,99.99999999904418
555800071458,440044555019,5558/0007:1458,99.99999999966366,99.99999999797156
553000050499,440003366716,5530/0005:0499,99.9999999996636,99.9999999985873
551300050087,551300050087,5513/0005:0087,99.9999999996636,99.9999999958204
553800140338,553800140338,5538/0014:0338,99.99999999966352,99.9999999996296
554400021177,440051610122,5544/0002:1177,99.99999999966352,99.99995012071992
554400020498,440005678240,5544/0002:0498,99.99999999966344,99.9999999997374
555900020260,440011236494,5559/0002:0260,99.99999999966336,99.99999999961982
554300020021,554300020021,5543/0002:0021,99.9999999996633,99.9999999955366
556800080166,440004702207,5568/0008:0166,99.99999999966327,99.99999999892182
550300010093,440003038471,5503/0001:0093,99.99999999966325,100.00000000016318
555500020258,440023585204,5555/0002:0258,99.99999999966322,99.99999999882492
552300050145,552300050145,5523/0005:0145,99.99999999966316,99.99999999956518
551300220010,440003714347,5513/0022:0010,99.99999999966316,99.99999999895792
554500020395,440011025477,5545/0002:0395,99.99999999966312,99.99999999986944
556800020273,440051070803,5568/0002:0273,99.99999999966307,99.99999999924724
552800030345,440008175499,5528/0003:0345,99.99999999966307,99.99999999837055
550500010387,440018336051,5505/0001:0387,99.99999999966306,99.9999999998002
550500010229,440009648673,5505/0001:0229,99.99999999966305,99.99999999953864
554400080211,554400080211,5544/0008:0211,99.99999999966305,99.99999999878342
555900010291,440031288284,5559/0001:0291,99.99999999966305,99.99999999873484
555800021556,440047679201,5558/0002:1556,99.99999999966305,99.99995979669518
556300060022,556300060022,5563/0006:0022,99.99999999966292,99.99999999995032
551000020229,440008967882,5510/0002:0229,99.99999999966282,99.99999999798938
555300020097,440026562014,5553/0002:0097,99.99999999966276,98.83982942928183
552500040072,552500040072,5525/0004:0072,99.99999999966272,99.9999999996062
551800050207,440008120132,5518/0005:0207,99.99999999966268,99.999999999665
553800130135,440012333516,5538/0013:0135,99.99999999966268,99.99999999942702
551800020122,440000464659,5518/0002:0122,99.99999999966268,99.99999999923412
556800030031,556800030031,5568/0003:0031,99.99999999966256,99.99996890625138
550300030194,440003425598,5503/0003:0194,99.99999999966252,99.99999999681005
555200040035,555200040035,5552/0004:0035,99.99999999966248,99.99999999947168
554400200111,554400200111,5544/0020:0111,99.99999999966248,99.99999999803715
555900040005,440009382201,5559/0004:0005,99.99999999966246,100.00000000001532
554500040398,440017686814,5545/0004:0398,99.99999999966236,99.99999999901527
554300030014,554300030014,5543/0003:0014,99.99999999966236,99.9999314790224
555200010373,440018611159,5552/0001:0373,99.99999999966228,99.9999999972962
553500030477,440021010733,5535/0003:0477,99.99999999966226,99.99999999935572
553000040114,553000040114,5530/0004:0114,99.9999999996622,99.99683446442128
556500040644,440008517310,5565/0004:0644,99.99999999966214,99.9999999983909
551800080234,440022678066,5518/0008:0234,99.99999999966212,99.99999999978635
551800020174,440003544056,5518/0002:0174,99.99999999966212,99.99999999962692
555800021296,440030411611,5558/0002:1296,99.99999999966212,99.99999999884672
552300050383,440047342801,5523/0005:0383,99.9999999996621,99.99999999849857
553500040474,440008341224,5535/0004:0474,99.99999999966204,99.99999999942408
551300110072,551300110072,5513/0011:0072,99.99999999966202,99.99999999441468
556500020097,556500020097,5565/0002:0097,99.999999999662,99.99999999835492
555200030114,440000974921,5552/0003:0114,99.99999999966197,99.99999999946148
554400070305,440016800589,5544/0007:0305,99.99999999966192,99.9999999981553
555300010233,440020154710,5553/0001:0233,99.99999999966184,100.00000000011164
551500020011,551500020011,5515/0002:0011,99.99999999966184,99.99999999884358
555500030307,440052427722,5555/0003:0307,99.99999999966175,99.9999999990433
552800030199,552800030199,5528/0003:0199,99.99999999966174,99.99999999977275
555800050228,440001005703,5558/0005:0228,99.99999999966168,99.99999999233611
551000010172,440012332928,5510/0001:0172,99.99999999966164,99.99999999982803
550300030505,440005564716,5503/0003:0505,99.99999999966164,99.99999999980798
555200110084,440004504987,5552/0011:0084,99.99999999966164,99.99999999931232
553500050065,553500050065,5535/0005:0065,99.99999999966164,99.9999999951962
555500040010,555500040010,5555/0004:0010,99.9999999996616,99.99999999951216
555300010172,440008772636,5553/0001:0172,99.99999999966153,99.99999999967464
551300180151,551300180151,5513/0018:0151,99.9999999996615,99.99999999670148
555200060172,440040214646,5552/0006:0172,99.99999999966144,99.99999999969052
552000070234,440018431328,5520/0007:0234,99.99999999966144,99.99980612754156
554400051168,440022092791,5544/0005:1168,99.99999999966138,99.99999999699286
551000030110,551000030110,5510/0003:0110,99.9999999996613,99.9999999993158
555000060042,440039372119,5550/0006:0042,99.99999999966128,99.99999999962114
554400130119,554400130119,5544/0013:0119,99.99999999966128,99.99999999763928
551300080010,440018417319,5513/0008:0010,99.99999999966124,99.99999999738372
556800110184,440043275641,5568/0011:0184,99.99999999966116,99.99997706476908
551500010371,440038600552,5515/0001:0371,99.9999999996611,99.99999999904873
555900020245,440007658426,5559/0002:0245,99.99999999966109,99.9999999984736
553800140319,553800140319,5538/0014:0319,99.999999999661,99.99999999993922
550300060054,440000508032,5503/0006:0054,99.999999999661,99.99999999954927
555200100332,440004444000,5552/0010:0332,99.9999999996609,99.99999999874832
556800020270,440045516325,5568/0002:0270,99.99999999966089,99.99999999935775
554500010079,440002539508,5545/0001:0079,99.99999999966089,99.99999999930286
550500040140,550500040140,5505/0004:0140,99.99999999966089,99.9999999956458
553800120075,553800120075,5538/0012:0075,99.99999999966084,99.99999999913226
552800040122,552800040122,5528/0004:0122,99.99999999966082,99.99999999917752
554300050313,554300050313,5543/0005:0313,99.9999999996608,99.99999999993672
554300020118,554300020118,5543/0002:0118,99.9999999996608,99.99999999818114
552300070459,440050608761,5523/0007:0459,99.99999999966072,99.99999999880382
555800020600,440014661834,5558/0002:0600,99.9999999996607,99.99999999542248
552800090190,440010653740,5528/0009:0190,99.99999999966067,99.999999997973
556500030177,440006488073,5565/0003:0177,99.99999999966064,99.99999999963384
551000030607,440018580951,5510/0003:0607,99.99999999966064,99.99999999590848
553300030424,553300030424,5533/0003:0424,99.9999999996606,99.99999999986328
556300060127,556300060127,5563/0006:0127,99.99999999966056,99.999999999558
552300030468,440011509218,5523/0003:0468,99.99999999966052,99.99999999936404
552800100129,552800100129,5528/0010:0129,99.99999999966047,99.9999999989511
556800090413,440005743350,5568/0009:0413,99.99999999966042,99.9999999970741
556500040057,440002060233,5565/0004:0057,99.99999999966036,99.99999999882968
551300140226,551300140226,5513/0014:0226,99.99999999966036,99.999999994085
552800070397,552800070397,5528/0007:0397,99.99999999966032,99.99999999987652
552000010335,553800160089,5520/0001:0335,99.9999999996603,99.99999999938096
555800160175,555800160175,5558/0016:0175,99.99999999966025,99.99999999526064
551500010092,440000790989,5515/0001:0092,99.9999999996602,99.99999999992065
556800120029,556800120029,5568/0012:0029,99.9999999996602,99.99999999983508
551800050179,440004785668,5518/0005:0179,99.99999999966008,99.999999999672
555200100005,555200100005,5552/0010:0005,99.99999999966003,99.99999999968264
550800010148,440008639703,5508/0001:0148,99.99999999966003,99.99999999830204
556500040592,440005242775,5565/0004:0592,99.99999999966002,99.99999999963576
553800150261,553800150261,5538/0015:0261,99.99999999966002,99.9999999993876
550300020089,440001030482,5503/0002:0089,99.99999999966,99.99999999992777
556500030355,440041256402,5565/0003:0355,99.99999999965998,99.9999999977544
552000070037,440050736524,5520/0007:0037,99.99999999965992,99.99999999958628
555000020065,555000020065,5550/0002:0065,99.9999999996599,100.0000000001106
553500050287,440005114409,5535/0005:0287,99.99999999965988,99.99999999899369
556500030112,440002405489,5565/0003:0112,99.99999999965986,99.99999999917236
555000010099,555000010099,5550/0001:0099,99.99999999965983,99.99999999987116
556300070182,440009286440,5563/0007:0182,99.99999999965982,99.99999999944048
552800040302,440004428830,5528/0004:0302,99.9999999996598,99.99999999967764
553800070019,553800070019,5538/0007:0019,99.9999999996598,99.99999999750712
553300030451,440005089529,5533/0003:0451,99.99999999965976,99.9999999998051
556800100079,556800100079,5568/0010:0079,99.99999999965976,99.999999999213
555800020500,440011126960,5558/0002:0500,99.99999999965972,99.99999999851484
550100020036,550100020036,5501/0002:0036,99.99999999965968,99.999999999893
552800040126,552800040126,5528/0004:0126,99.99999999965968,99.99992945149096
556800090404,440005069390,5568/0009:0404,99.99999999965966,99.9999999981695
553800120103,553800120103,5538/0012:0103,99.9999999996596,99.99999999967204
553800110182,440010041486,5538/0011:0182,99.99999999965956,99.99999999961598
550300030067,550300030067,5503/0003:0067,99.99999999965948,99.99999999988604
551300010120,551300010120,5513/0001:0120,99.99999999965944,99.9999999983529
552000010446,553800160100,5520/0001:0446,99.9999999996594,99.99999999988472
552800080109,552800080109,5528/0008:0109,99.9999999996594,99.99999999986944
556800120277,440007222546,5568/0012:0277,99.9999999996594,99.99999999934704
550500050261,440019844725,5505/0005:0261,99.99999999965938,99.99999999584897
556500030082,440000662911,5565/0003:0082,99.99999999965937,99.99999999895913
556300060278,440005404053,5563/0006:0278,99.99999999965932,99.99999999998154
550300030591,440018358128,5503/0003:0591,99.99999999965928,99.99999999975024
552000090167,440012089039,5520/0009:0167,99.99999999965928,99.99999999675332
551500020192,440005226128,5515/0002:0192,99.99999999965924,99.99999999955126
551000020252,440009264162,5510/0002:0252,99.99999999965922,99.99999999965128
555800020403,440009750998,5558/0002:0403,99.99999999965922,99.99999999660112
554400021149,440049278288,5544/0002:1149,99.99999999965914,99.99999999836832
551800090239,440009486184,5518/0009:0239,99.999999999659,99.9999999997349
552000150060,552000150060,5520/0015:0060,99.99999999965895,99.99999999441792
553500030120,553500030120,5535/0003:0120,99.99999999965893,99.99999999960224
550100010673,440023020173,5501/0001:0673,99.99999999965888,99.99999999952624
554300020360,440016612489,5543/0002:0360,99.99999999965888,99.28524360758702
554400040015,554400040015,5544/0004:0015,99.9999999996588,99.99999999939266
552300040584,440021537406,5523/0004:0584,99.9999999996588,99.99999999829971
555300040066,555300040066,5553/0004:0066,99.99999999965875,99.99999999991871
554400070126,554400070126,5544/0007:0126,99.99999999965875,99.9999999997943
554400030184,554400030184,5544/0003:0184,99.99999999965875,99.99999999957264
555800030088,555800030088,5558/0003:0088,99.99999999965875,99.99999999947342
550300020138,440007174696,5503/0002:0138,99.99999999965875,99.99999999947065
553500020479,440010006876,5535/0002:0479,99.99999999965875,99.99999999885812
556800120467,440047301962,5568/0012:0467,99.99999999965873,99.99999999910868
550800010039,550800010039,5508/0001:0039,99.9999999996587,99.99999999920136
552300030884,440039352470,5523/0003:0884,99.99999999965864,99.99999999965982
552000090281,440023442353,5520/0009:0281,99.99999999965864,99.99999999592436
555800030568,440021426760,5558/0003:0568,99.99999999965856,99.99999999965074
555800052393,440041380336,5558/0005:2393,99.99999999965854,99.99999999877392
554400050663,440004944165,5544/0005:0663,99.99999999965851,99.9999999995366
552000170023,440027126241,5520/0017:0023,99.99999999965851,99.99999999768528
550500030213,550500030213,5505/0003:0213,99.99999999965848,99.999999998616
556800090005,556800090005,5568/0009:0005,99.99999999965844,99.99999999986066
553800150280,440005518201,5538/0015:0280,99.9999999996584,99.99999999975554
551800070083,551800070083,5518/0007:0083,99.9999999996584,99.99999999929116
553500050584,440020138949,5535/0005:0584,99.99999999965836,99.99999999973652
555800030522,440016131852,5558/0003:0522,99.99999999965836,99.99999999873772
555800130143,555800130143,5558/0013:0143,99.99999999965836,99.99999999778004
551800050245,440019893308,5518/0005:0245,99.99999999965831,99.9999999998463
553500050027,553500050027,5535/0005:0027,99.9999999996583,99.99999999969594
551800060022,551800060022,5518/0006:0022,99.99999999965829,99.99999999938392
553300040199,553300040199,5533/0004:0199,99.99999999965824,99.99999999966909
556300020090,440000789646,5563/0002:0090,99.9999999996582,99.99999999783428
555500010159,555500010159,5555/0001:0159,99.99999999965816,99.99999999971094
554800040051,440018329186,5548/0004:0051,99.99999999965809,99.99999999749689
555800051627,440018039846,5558/0005:1627,99.99999999965806,99.9999999995305
551000010089,440007705137,5510/0001:0089,99.99999999965806,99.99999999903972
551800040097,551800040097,5518/0004:0097,99.99999999965804,99.9999999996011
550300050058,440000647792,5503/0005:0058,99.999999999658,99.99999999929751
552000010542,553800160156,5520/0001:0542,99.99999999965785,99.9999999996402
553300020306,440026942686,5533/0002:0306,99.99999999965782,99.99999999943032
555000010224,440004707960,5550/0001:0224,99.9999999996578,96.75322464750792
551800060291,440012193514,5518/0006:0291,99.99999999965776,99.99999999885544
550300090036,550300090036,5503/0009:0036,99.9999999996577,99.99999999967368
552000090116,551000050044,5520/0009:0116,99.99999999965767,99.99996653630384
554400040447,440050301329,5544/0004:0447,99.99999999965765,99.99999999963184
556500010949,440021721148,5565/0001:0949,99.99999999965765,99.9999999982555
555300020118,440008831064,5553/0002:0118,99.99999999965758,99.99999999989886
550100040576,440009707353,5501/0004:0576,99.99999999965758,99.99999999984485
555800070274,440003633447,5558/0007:0274,99.99999999965752,99.99568465456856
551800080014,551800080014,5518/0008:0014,99.99999999965748,99.99999999971295
551800070011,551800070011,5518/0007:0011,99.99999999965748,99.99999999917118
555200090096,555200090096,5552/0009:0096,99.99999999965743,99.9999999998632
