db_sklypo_id,atviru_unikalus_nr,atviru_kadastro_nr,persidengimo_proc_nuo_seno,persidengimo_proc_nuo_naujo
552300070492,440051397829,5523/0007:0492,100.00000000131136,99.99999999706836
551500040044,440000764901,5515/0004:0044,100.0000000013031,99.99999999791868
556800060052,556800060052,5568/0006:0052,100.0000000013021,99.99999999319074
551500020114,551500020114,5515/0002:0114,100.000000001295,99.99989985532358
555200121016,555200121016,5552/0012:1016,100.00000000126992,99.9999999993874
553800030341,440009418844,5538/0003:0341,100.0000000012597,99.99999999985369
551300030221,551300030221,5513/0003:0221,100.00000000125844,99.99999999702884
553500040655,440014737109,5535/0004:0655,100.00000000125344,99.9999999964042
554400130490,554400130490,5544/0013:0490,100.00000000125202,99.999999996518
555800051078,440012134122,5558/0005:1078,100.00000000124858,99.9999999979262
551300020101,551300020101,5513/0002:0101,100.00000000124048,99.99998066850225
552300070134,440009832695,5523/0007:0134,100.00000000123228,99.99999999026429
555800020355,440009745655,5558/0002:0355,100.0000000012234,99.99999999720526
550500010374,440017973178,5505/0001:0374,100.00000000121858,99.9999999980315
554400190216,554400190216,5544/0019:0216,100.00000000121769,99.99999999698792
552800040949,440018162193,5528/0004:0949,100.00000000120184,99.999999995007
554400130436,554400130436,5544/0013:0436,100.00000000119456,99.99999999990744
551300210618,551300210618,5513/0021:0618,100.00000000119452,96.27457636846847
555800050778,440010543236,5558/0005:0778,100.00000000119329,99.99999999976409
551300050327,551300050327,5513/0005:0327,100.00000000118392,99.9999999988661
555800070958,440019700933,5558/0007:0958,100.0000000011821,99.98704034308842
552300090190,440007142403,5523/0009:0190,100.00000000118196,99.99999998762932
555200120964,555200120964,5552/0012:0964,100.00000000117186,99.99999999879164
554400110079,554400110079,5544/0011:0079,100.0000000011702,99.99999999872216
550500040365,550500040365,5505/0004:0365,100.00000000116871,99.99999999731725
553000050010,553000050010,5530/0005:0010,100.00000000115934,99.95417665152245
551300140246,551300140246,5513/0014:0246,100.0000000011543,100.00000000054467
555800070407,440005890135,5558/0007:0407,100.00000000114636,99.9999999949193
551300040301,551300040301,5513/0004:0301,100.0000000011392,99.99999999959051
556800090510,440010594626,5568/0009:0510,100.00000000113916,99.99999999881156
555200130370,555200130370,5552/0013:0370,100.00000000113776,96.27831594320952
552800060087,440025169719,5528/0006:0087,100.00000000113212,99.9999999979008
554400080129,554400080129,5544/0008:0129,100.0000000011313,99.99999999920315
556800090702,440048387755,5568/0009:0702,100.00000000113094,99.99999999548464
555800041124,440051761681,5558/0004:1124,100.00000000111172,99.9833887464875
555200090194,440002603730,5552/0009:0194,100.00000000110722,99.99999999675308
555800140685,440045104163,5558/0014:0685,100.00000000110175,99.99446290923292
554400160305,554400160305,5544/0016:0305,100.0000000010995,99.9999999995108
556500040125,556500040125,5565/0004:0125,100.0000000010979,99.99999999799196
551300210269,551300210269,5513/0021:0269,100.00000000109692,99.99999999884147
