SKLYPO_ID,drenazo_plotu_proc
550100030346,0.0
550100030347,0.0
550100030348,3.71
550100030349,95.66
550100030350,98.91
550100030351,97.26
550100030352,100.0
550100030353,0.0
550100030354,0.0
550100030355,0.0
550100030356,0.0
550100030357,0.0
550100030358,0.0
550100030359,0.0
550100030360,0.0
550100030361,0.0
550100030362,0.0
550100030363,0.0
550100030364,99.79
550100030365,99.29
550100030366,100.0
550100040001,0.0
550100040002,93.61
550100040003,0.0
550100040005,67.02
550100040006,0.0
550100040007,0.0
550100040010,98.88
550100040011,100.0
550100040013,99.9
550100040015,84.11
550100040016,32.13
550100040017,89.92
550100040018,76.58
550100040019,95.83
550100040020,99.9
550100040021,63.65
550100040022,77.6
550100040023,1.19
550100040024,0.0
550100040025,0.0
550100040026,2.79
550100040028,0.0
550100040029,0.0
550100040030,0.0
550100040031,74.76
550100040032,73.27
550100040033,83.0
550100040034,99.61
550100040035,91.95
550100040036,97.64
550100040037,99.89
550100040038,95.87
550100040040,0.0
550100040041,98.72
550100040044,79.66
550100040045,92.5
550100040046,99.7
550100040048,84.78
550100040049,79.18
550100040051,99.89
550100040052,63.34
550100040053,100.0
550100040054,100.0
550100040055,0.0
550100040056,99.45
550100040057,81.41
550100040058,70.68
550100040060,0.0
550100040061,99.94
550100040062,85.14
550100040063,60.14
550100040064,0.64
550100040065,98.35
550100040066,1.0
550100040067,99.7
550100040069,63.74
550100040070,0.18
550100040071,0.0
550100040072,81.44
550100040073,48.03
550100040074,90.42
550100040076,0.04
550100040077,0.0
550100040078,82.24
550100040079,77.73
550100040080,0.27
550100040081,0.75
550100040082,0.0
550100040083,0.08
550100040084,0.0
550100040085,0.0
550100040086,0.79
550100040087,0.0
550100040088,0.0
550100040089,0.0
550100040090,0.0
550100040091,0.0
550100040092,0.0
550100040093,0.0
550100040094,0.0
550100040096,0.81
550100040097,0.0
550100040098,0.0
550100040099,94.64
550100040100,25.34
550100040101,100.0
550100040102,100.0
550100040103,0.14
550100040104,0.0
550100040105,0.0
550100040106,0.52
550100040107,0.14
550100040108,0.0
550100040109,0.0
550100040110,0.44
550100040111,0.0
550100040112,100.0
550100040113,0.0
550100040114,100.0
550100040115,0.0
550100040116,96.66
550100040117,99.82
550100040119,0.23
550100040120,0.0
550100040122,0.0
550100040123,0.0
550100040124,0.0
550100040125,0.0
550100040126,100.0
550100040127,99.99
550100040128,99.82
550100040129,0.0
550100040130,0.0
550100040131,0.0
550100040132,0.0
550100040133,0.06
550100040135,0.61
550100040136,92.06
550100040137,0.0
550100040139,1.86
550100040141,0.63
550100040142,0.0
550100040143,0.0
550100040144,0.0
550100040145,0.0
550100040146,0.0
